Date,Close
2007-06-21,34.19
2007-06-22,34.14
2007-06-25,34.06
2007-06-26,34.06
2007-06-27,34.27
2007-06-28,33.85
2007-06-29,34.14
2007-07-02,34.52
2007-07-03,34.54
2007-07-05,34.63
2007-07-06,34.49
2007-07-09,34.46
2007-07-10,33.89
2007-07-11,33.98
2007-07-12,34.25
2007-07-13,34.37
2007-07-16,34.47
2007-07-17,34.68
2007-07-18,34.6
2007-07-19,34.47
2007-07-20,34.34
2007-07-23,35.03
2007-07-24,34.75
2007-07-25,34.93
2007-07-26,34.08
2007-07-27,33.74
2007-07-30,34.01
2007-07-31,33.0
2007-08-01,33.83
2007-08-02,34.36
2007-08-03,33.9
2007-08-06,34.3
2007-08-07,34.55
2007-08-08,34.29
2007-08-09,33.0
2007-08-10,33.16
2007-08-13,33.24
2007-08-14,32.36
2007-08-15,31.71
2007-08-16,32.58
2007-08-17,32.68
2007-08-20,32.91
2007-08-21,33.29
2007-08-22,33.57
2007-08-23,33.16
2007-08-24,33.87
2007-08-27,33.84
2007-08-28,33.2
2007-08-29,33.89
2007-08-30,33.47
2007-08-31,33.6
2007-09-04,34.13
2007-09-05,34.04
2007-09-06,34.41
2007-09-07,33.59
2007-09-10,33.56
2007-09-11,33.49
2007-09-12,33.72
2007-09-13,33.52
2007-09-14,33.56
2007-09-17,33.38
2007-09-18,34.58
2007-09-19,34.56
2007-09-20,34.04
2007-09-21,34.6
2007-09-24,34.32
2007-09-25,34.07
2007-09-26,34.52
2007-09-27,34.21
2007-09-28,34.39
2007-10-01,34.65
2007-10-02,34.77
2007-10-03,34.72
2007-10-04,34.9
2007-10-05,35.47
2007-10-08,35.27
2007-10-09,35.45
2007-10-10,35.28
2007-10-11,35.01
2007-10-12,35.47
2007-10-15,35.14
2007-10-16,35.01
2007-10-17,35.38
2007-10-18,34.78
2007-10-19,33.81
2007-10-22,34.68
2007-10-23,34.89
2007-10-24,35.06
2007-10-25,34.45
2007-10-26,34.38
2007-10-29,34.68
2007-10-30,34.29
2007-10-31,34.63
2007-11-01,33.8
2007-11-02,33.92
2007-11-05,33.88
2007-11-06,34.08
2007-11-07,33.5
2007-11-08,33.63
2007-11-09,32.74
2007-11-12,32.02
2007-11-13,33.01
2007-11-14,31.86
2007-11-15,32.4
2007-11-16,32.53
2007-11-19,31.25
2007-11-20,31.55
2007-11-21,31.5
2007-11-23,31.84
2007-11-26,31.24
2007-11-27,31.72
2007-11-28,32.69
2007-11-29,32.81
2007-11-30,33.15
2007-12-03,33.04
2007-12-04,32.75
2007-12-05,32.75
2007-12-06,32.72
2007-12-07,32.79
2007-12-10,32.35
2007-12-11,31.76
2007-12-12,32.28
2007-12-13,32.76
2007-12-14,33.01
2007-12-17,32.99
2007-12-18,33.02
2007-12-19,32.26
2007-12-20,32.33
2007-12-21,32.94
2007-12-24,33.24
2007-12-26,32.82
2007-12-27,32.43
2007-12-28,32.42
2007-12-31,32.28
2008-01-02,31.84
2008-01-03,31.77
2008-01-04,31.13
2008-01-07,31.16
2008-01-08,30.54
2008-01-09,30.16
2008-01-10,30.67
2008-01-11,30.32
2008-01-14,30.35
2008-01-15,29.85
2008-01-16,29.83
2008-01-17,28.77
2008-01-18,28.51
2008-01-22,28.12
2008-01-23,28.52
2008-01-24,29.23
2008-01-25,28.68
2008-01-28,29.37
2008-01-29,28.8
2008-01-30,29.41
2008-01-31,29.84
2008-02-01,30.66
2008-02-04,30.9
2008-02-05,30.07
2008-02-06,31.5
2008-02-07,31.72
2008-02-08,32.12
2008-02-11,31.93
2008-02-12,32.03
2008-02-13,32.78
2008-02-14,32.32
2008-02-15,32.49
2008-02-19,32.19
2008-02-20,32.58
2008-02-21,32.27
2008-02-22,32.57
2008-02-25,32.89
2008-02-26,32.89
2008-02-27,33.1
2008-02-28,32.54
2008-02-29,32.41
2008-03-03,32.41
2008-03-04,31.87
2008-03-05,31.64
2008-03-06,31.25
2008-03-07,30.76
2008-03-10,30.46
2008-03-11,31.19
2008-03-12,31.41
2008-03-13,31.33
2008-03-14,30.78
2008-03-17,30.46
2008-03-18,31.72
2008-03-19,31.24
2008-03-20,31.9
2008-03-24,32.04
2008-03-25,32.08
2008-03-26,31.76
2008-03-27,31.38
2008-03-28,31.0
2008-03-31,31.38
2008-04-01,31.91
2008-04-02,31.56
2008-04-03,31.53
2008-04-04,31.24
2008-04-07,31.52
2008-04-08,31.07
2008-04-09,30.85
2008-04-10,31.35
2008-04-11,30.18
2008-04-14,30.04
2008-04-15,29.93
2008-04-16,30.32
2008-04-17,30.78
2008-04-18,31.33
2008-04-21,31.46
2008-04-22,31.29
2008-04-23,31.64
2008-04-24,31.94
2008-04-25,32.36
2008-04-28,32.43
2008-04-29,32.76
2008-04-30,32.43
2008-05-01,33.3
2008-05-02,33.49
2008-05-05,33.29
2008-05-06,33.73
2008-05-07,34.7
2008-05-08,34.56
2008-05-09,34.3
2008-05-12,34.77
2008-05-13,34.33
2008-05-14,34.8
2008-05-15,34.99
2008-05-16,34.91
2008-05-19,34.72
2008-05-20,34.09
2008-05-21,33.66
2008-05-22,33.61
2008-05-23,33.23
2008-05-27,33.64
2008-05-28,33.86
2008-05-29,33.81
2008-05-30,33.6
2008-06-02,33.3
2008-06-03,33.18
2008-06-04,34.35
2008-06-05,34.49
2008-06-06,33.01
2008-06-09,33.18
2008-06-10,33.83
2008-06-11,33.27
2008-06-12,33.24
2008-06-13,33.93
2008-06-16,33.65
2008-06-17,33.11
2008-06-18,32.95
2008-06-19,32.89
2008-06-20,31.94
2008-06-23,32.39
2008-06-24,32.22
2008-06-25,32.49
2008-06-26,31.53
2008-06-27,31.57
2008-06-30,31.2
2008-07-01,31.05
2008-07-02,30.71
2008-07-03,30.9
2008-07-07,30.08
2008-07-08,29.95
2008-07-09,29.54
2008-07-10,29.6
2008-07-11,29.2
2008-07-14,29.1
2008-07-15,29.43
2008-07-16,30.43
2008-07-17,31.2
2008-07-18,30.9
2008-07-21,30.49
2008-07-22,30.41
2008-07-23,31.15
2008-07-24,31.02
2008-07-25,31.1
2008-07-28,30.5
2008-07-29,30.92
2008-07-30,31.67
2008-07-31,30.35
2008-08-01,30.08
2008-08-04,30.37
2008-08-05,31.31
2008-08-06,31.42
2008-08-07,30.92
2008-08-08,32.03
2008-08-11,32.8
2008-08-12,32.16
2008-08-13,31.74
2008-08-14,32.33
2008-08-15,32.5
2008-08-18,32.08
2008-08-19,31.75
2008-08-20,31.82
2008-08-21,31.83
2008-08-22,32.2
2008-08-25,31.6
2008-08-26,31.71
2008-08-27,31.76
2008-08-28,32.59
2008-08-29,32.35
2008-09-02,32.44
2008-09-03,32.51
2008-09-04,31.54
2008-09-05,31.36
2008-09-08,32.92
2008-09-09,32.43
2008-09-10,32.77
2008-09-11,32.94
2008-09-12,33.26
2008-09-15,32.36
2008-09-16,32.51
2008-09-17,32.19
2008-09-18,33.44
2008-09-19,34.39
2008-09-22,32.91
2008-09-23,32.53
2008-09-24,31.77
2008-09-25,32.47
2008-09-26,32.75
2008-09-29,29.73
2008-09-30,30.69
2008-10-01,30.68
2008-10-02,29.96
2008-10-03,29.54
2008-10-06,28.26
2008-10-07,26.57
2008-10-08,25.68
2008-10-09,23.8
2008-10-10,23.04
2008-10-13,26.72
2008-10-14,25.68
2008-10-15,23.37
2008-10-16,24.27
2008-10-17,24.75
2008-10-20,26.55
2008-10-21,25.31
2008-10-22,23.05
2008-10-23,23.4
2008-10-24,22.61
2008-10-27,21.37
2008-10-28,23.91
2008-10-29,23.97
2008-10-30,25.33
2008-10-31,25.91
2008-11-03,25.04
2008-11-04,26.02
2008-11-05,24.23
2008-11-06,22.81
2008-11-07,23.36
2008-11-10,22.08
2008-11-11,21.78
2008-11-12,20.16
2008-11-13,21.65
2008-11-14,21.08
2008-11-17,19.74
2008-11-18,20.67
2008-11-19,19.94
2008-11-20,18.73
2008-11-21,21.12
2008-11-24,22.2
2008-11-25,22.03
2008-11-26,22.5
2008-11-28,22.52
2008-12-01,20.33
2008-12-02,21.46
2008-12-03,21.94
2008-12-04,21.79
2008-12-05,22.77
2008-12-08,24.92
2008-12-09,23.53
2008-12-10,23.7
2008-12-11,22.82
2008-12-12,22.61
2008-12-15,22.77
2008-12-16,23.78
2008-12-17,23.58
2008-12-18,22.83
2008-12-19,22.43
2008-12-22,21.93
2008-12-23,21.85
2008-12-24,21.99
2008-12-26,22.18
2008-12-29,21.47
2008-12-30,22.48
2008-12-31,22.69
2009-01-02,23.92
2009-01-05,23.5
2009-01-06,24.31
2009-01-07,23.18
2009-01-08,22.9
2009-01-09,22.31
2009-01-12,21.86
2009-01-13,21.2
2009-01-14,20.8
2009-01-15,21.36
2009-01-16,21.46
2009-01-20,20.24
2009-01-21,21.23
2009-01-22,20.97
2009-01-23,20.61
2009-01-26,20.86
2009-01-27,21.25
2009-01-28,22.28
2009-01-29,21.25
2009-01-30,20.68
2009-02-02,20.2
2009-02-03,20.62
2009-02-04,19.0
2009-02-05,18.71
2009-02-06,19.45
2009-02-09,19.44
2009-02-10,18.76
2009-02-11,18.5
2009-02-12,18.83
2009-02-13,18.52
2009-02-17,17.84
2009-02-18,17.63
2009-02-19,17.69
2009-02-20,17.53
2009-02-23,16.97
2009-02-24,17.92
2009-02-25,17.36
2009-02-26,16.86
2009-02-27,16.77
2009-03-02,16.05
2009-03-03,16.36
2009-03-04,16.94
2009-03-05,15.99
2009-03-06,15.83
2009-03-09,15.59
2009-03-10,16.61
2009-03-11,16.59
2009-03-12,17.43
2009-03-13,17.13
2009-03-16,17.21
2009-03-17,17.82
2009-03-18,18.11
2009-03-19,17.7
2009-03-20,17.45
2009-03-23,18.92
2009-03-24,18.29
2009-03-25,18.53
2009-03-26,19.06
2009-03-27,18.59
2009-03-30,17.85
2009-03-31,18.16
2009-04-01,18.79
2009-04-02,20.21
2009-04-03,20.0
2009-04-06,19.62
2009-04-07,19.12
2009-04-08,19.36
2009-04-09,19.88
2009-04-13,19.53
2009-04-14,19.02
2009-04-15,19.73
2009-04-16,20.51
2009-04-17,20.38
2009-04-20,19.41
2009-04-21,19.47
2009-04-22,19.4
2009-04-23,19.63
2009-04-24,20.26
2009-04-27,19.74
2009-04-28,19.51
2009-04-29,21.01
2009-04-30,21.9
2009-05-01,21.94
2009-05-04,22.86
2009-05-05,23.15
2009-05-06,25.87
2009-05-07,25.33
2009-05-08,25.46
2009-05-11,24.71
2009-05-12,24.32
2009-05-13,23.6
2009-05-14,23.48
2009-05-15,23.41
2009-05-18,24.21
2009-05-19,23.82
2009-05-20,23.55
2009-05-21,23.23
2009-05-22,23.7
2009-05-26,24.54
2009-05-27,23.87
2009-05-28,23.99
2009-05-29,24.22
2009-06-01,25.03
2009-06-02,25.13
2009-06-03,25.08
2009-06-04,25.14
2009-06-05,24.95
2009-06-08,25.33
2009-06-09,25.33
2009-06-10,25.1
2009-06-11,25.23
2009-06-12,25.06
2009-06-15,24.25
2009-06-16,23.49
2009-06-17,23.68
2009-06-18,23.72
2009-06-19,23.53
2009-06-22,22.66
2009-06-23,22.88
2009-06-24,22.9
2009-06-25,23.55
2009-06-26,23.43
2009-06-29,23.66
2009-06-30,23.33
2009-07-01,23.45
2009-07-02,22.84
2009-07-06,23.09
2009-07-07,22.53
2009-07-08,22.24
2009-07-09,22.53
2009-07-10,22.41
2009-07-13,22.7
2009-07-14,23.11
2009-07-15,24.08
2009-07-16,24.79
2009-07-17,24.51
2009-07-20,25.37
2009-07-21,25.2
2009-07-22,25.38
2009-07-23,26.8
2009-07-24,26.58
2009-07-27,26.45
2009-07-28,26.37
2009-07-29,25.89
2009-07-30,26.22
2009-07-31,25.12
2009-08-03,25.52
2009-08-04,25.64
2009-08-05,25.27
2009-08-06,25.37
2009-08-07,26.69
2009-08-10,26.44
2009-08-11,25.9
2009-08-12,26.22
2009-08-13,26.26
2009-08-14,25.86
2009-08-17,25.09
2009-08-18,25.2
2009-08-19,25.48
2009-08-20,25.89
2009-08-21,26.79
2009-08-24,26.8
2009-08-25,26.87
2009-08-26,27.0
2009-08-27,27.01
2009-08-28,26.84
2009-08-31,26.04
2009-09-01,25.68
2009-09-02,25.4
2009-09-03,25.44
2009-09-04,25.9
2009-09-08,26.28
2009-09-09,26.95
2009-09-10,28.36
2009-09-11,28.42
2009-09-14,28.08
2009-09-15,28.29
2009-09-16,28.37
2009-09-17,28.46
2009-09-18,28.44
2009-09-21,28.0
2009-09-22,28.38
2009-09-23,28.08
2009-09-24,27.97
2009-09-25,27.62
2009-09-28,28.23
2009-09-29,27.94
2009-09-30,27.46
2009-10-01,27.36
2009-10-02,27.21
2009-10-05,27.67
2009-10-06,28.18
2009-10-07,28.17
2009-10-08,28.67
2009-10-09,28.64
2009-10-12,28.64
2009-10-13,28.41
2009-10-14,28.91
2009-10-15,29.23
2009-10-16,29.4
2009-10-19,29.87
2009-10-20,29.35
2009-10-21,29.23
2009-10-22,29.44
2009-10-23,28.89
2009-10-26,28.65
2009-10-27,28.17
2009-10-28,27.24
2009-10-29,28.14
2009-10-30,27.37
2009-11-02,27.41
2009-11-03,27.62
2009-11-04,28.03
2009-11-05,29.0
2009-11-06,28.56
2009-11-09,29.0
2009-11-10,29.12
2009-11-11,29.29
2009-11-12,29.05
2009-11-13,30.44
2009-11-16,30.7
2009-11-17,30.87
2009-11-18,30.67
2009-11-19,30.21
2009-11-20,30.01
2009-11-23,30.48
2009-11-24,30.23
2009-11-25,30.61
2009-11-27,30.35
2009-11-30,30.22
2009-12-01,30.73
2009-12-02,30.79
2009-12-03,30.33
2009-12-04,30.84
2009-12-07,31.0
2009-12-08,30.68
2009-12-09,30.7
2009-12-10,31.3
2009-12-11,31.7
2009-12-14,31.83
2009-12-15,32.18
2009-12-16,32.43
2009-12-17,31.93
2009-12-18,31.95
2009-12-21,32.4
2009-12-22,32.31
2009-12-23,32.43
2009-12-24,32.29
2009-12-28,31.91
2009-12-29,32.38
2009-12-30,32.28
2009-12-31,32.25
2010-01-04,32.07
2010-01-05,31.99
2010-01-06,31.82
2010-01-07,31.83
2010-01-08,31.88
2010-01-11,31.36
2010-01-12,30.82
2010-01-13,31.29
2010-01-14,31.02
2010-01-15,30.6
2010-01-19,31.01
2010-01-20,31.19
2010-01-21,30.61
2010-01-22,29.98
2010-01-25,29.92
2010-01-26,29.66
2010-01-27,29.32
2010-01-28,29.35
2010-01-29,29.55
2010-02-01,29.52
2010-02-02,29.98
2010-02-03,30.75
2010-02-04,29.67
2010-02-05,29.54
2010-02-08,29.48
2010-02-09,29.84
2010-02-10,30.03
2010-02-11,30.16
2010-02-12,30.07
2010-02-16,30.47
2010-02-17,30.86
2010-02-18,31.02
2010-02-19,31.23
2010-02-22,31.12
2010-02-23,30.92
2010-02-24,31.39
2010-02-25,31.36
2010-02-26,31.24
2010-03-01,31.54
2010-03-02,31.88
2010-03-03,31.64
2010-03-04,32.57
2010-03-05,33.22
2010-03-08,33.19
2010-03-09,33.31
2010-03-10,33.33
2010-03-11,33.81
2010-03-12,33.69
2010-03-15,33.72
2010-03-16,33.75
2010-03-17,33.75
2010-03-18,33.78
2010-03-19,33.64
2010-03-22,33.95
2010-03-23,34.01
2010-03-24,34.39
2010-03-25,35.09
2010-03-26,35.31
2010-03-29,35.16
2010-03-30,35.1
2010-03-31,34.91
2010-04-01,35.55
2010-04-05,35.22
2010-04-06,35.47
2010-04-07,35.32
2010-04-08,35.67
2010-04-09,36.22
2010-04-12,35.89
2010-04-13,35.84
2010-04-14,36.2
2010-04-15,36.4
2010-04-16,35.83
2010-04-19,36.17
2010-04-20,36.54
2010-04-21,36.56
2010-04-22,36.78
2010-04-23,36.79
2010-04-26,37.04
2010-04-27,36.32
2010-04-28,36.29
2010-04-29,37.22
2010-04-30,36.84
2010-05-03,37.56
2010-05-04,36.59
2010-05-05,35.34
2010-05-06,34.01
2010-05-07,33.41
2010-05-10,35.29
2010-05-11,35.76
2010-05-12,35.13
2010-05-13,34.75
2010-05-14,34.06
2010-05-17,34.2
2010-05-18,33.73
2010-05-19,33.39
2010-05-20,31.99
2010-05-21,32.87
2010-05-24,32.48
2010-05-25,32.32
2010-05-26,33.07
2010-05-27,34.37
2010-05-28,33.42
2010-06-01,33.33
2010-06-02,34.74
2010-06-03,34.71
2010-06-04,33.69
2010-06-07,33.04
2010-06-08,33.15
2010-06-09,32.94
2010-06-10,34.11
2010-06-11,34.24
2010-06-14,33.93
2010-06-15,34.99
2010-06-16,34.79
2010-06-17,35.07
2010-06-18,35.15
2010-06-21,35.06
2010-06-22,34.35
2010-06-23,34.34
2010-06-24,33.6
2010-06-25,33.48
2010-06-28,33.22
2010-06-29,32.3
2010-06-30,31.5
2010-07-01,31.49
2010-07-02,31.38
2010-07-06,31.72
2010-07-07,33.14
2010-07-08,33.34
2010-07-09,33.75
2010-07-12,33.77
2010-07-13,34.45
2010-07-14,34.24
2010-07-15,34.05
2010-07-16,33.03
2010-07-19,33.31
2010-07-20,33.4
2010-07-21,32.81
2010-07-22,33.59
2010-07-23,34.13
2010-07-26,34.4
2010-07-27,34.28
2010-07-28,34.04
2010-07-29,33.71
2010-07-30,33.69
2010-08-02,34.48
2010-08-03,34.21
2010-08-04,34.83
2010-08-05,34.98
2010-08-06,35.0
2010-08-09,35.16
2010-08-10,35.29
2010-08-11,34.22
2010-08-12,33.99
2010-08-13,33.68
2010-08-16,33.66
2010-08-17,33.76
2010-08-18,33.91
2010-08-19,33.19
2010-08-20,33.05
2010-08-23,32.93
2010-08-24,32.14
2010-08-25,32.11
2010-08-26,31.94
2010-08-27,32.78
2010-08-30,32.35
2010-08-31,32.54
2010-09-01,33.51
2010-09-02,33.91
2010-09-03,34.67
2010-09-07,33.84
2010-09-08,33.84
2010-09-09,34.08
2010-09-10,34.15
2010-09-13,34.27
2010-09-14,34.05
2010-09-15,34.21
2010-09-16,34.17
2010-09-17,34.56
2010-09-20,34.9
2010-09-21,34.5
2010-09-22,33.99
2010-09-23,33.12
2010-09-24,33.58
2010-09-27,33.29
2010-09-28,33.22
2010-09-29,33.01
2010-09-30,33.1
2010-10-01,33.34
2010-10-04,33.14
2010-10-05,33.83
2010-10-06,33.72
2010-10-07,33.91
2010-10-08,34.51
2010-10-11,34.57
2010-10-12,34.48
2010-10-13,34.91
2010-10-14,34.85
2010-10-15,34.88
2010-10-18,34.75
2010-10-19,34.24
2010-10-20,34.62
2010-10-21,34.68
2010-10-22,34.97
2010-10-25,35.46
2010-10-26,35.96
2010-10-27,35.92
2010-10-28,36.51
2010-10-29,36.13
2010-11-01,36.03
2010-11-02,36.11
2010-11-03,36.29
2010-11-04,37.03
2010-11-05,37.2
2010-11-08,37.06
2010-11-09,36.86
2010-11-10,36.99
2010-11-11,35.93
2010-11-12,37.75
2010-11-15,37.25
2010-11-16,36.92
2010-11-17,37.22
2010-11-18,37.58
2010-11-19,37.01
2010-11-22,36.95
2010-11-23,36.12
2010-11-24,36.87
2010-11-26,36.7
2010-11-29,36.42
2010-11-30,36.51
2010-12-01,37.12
2010-12-02,37.34
2010-12-03,37.59
2010-12-06,37.56
2010-12-07,37.33
2010-12-08,36.97
2010-12-09,36.74
2010-12-10,36.66
2010-12-13,37.13
2010-12-14,37.24
2010-12-15,36.95
2010-12-16,37.01
2010-12-17,37.05
2010-12-20,37.06
2010-12-21,37.33
2010-12-22,37.95
2010-12-23,37.7
2010-12-27,37.48
2010-12-28,37.36
2010-12-29,37.6
2010-12-30,37.48
2010-12-31,37.51
2011-01-03,37.82
2011-01-04,38.99
2011-01-05,39.96
2011-01-06,39.65
2011-01-07,39.45
2011-01-10,39.5
2011-01-11,39.4
2011-01-12,39.17
2011-01-13,39.26
2011-01-14,39.29
2011-01-18,39.39
2011-01-19,39.09
2011-01-20,39.17
2011-01-21,39.74
2011-01-24,39.94
2011-01-25,39.86
2011-01-26,39.44
2011-01-27,39.46
2011-01-28,38.85
2011-01-31,38.87
2011-02-01,39.88
2011-02-02,40.49
2011-02-03,40.5
2011-02-04,40.71
2011-02-07,40.94
2011-02-08,41.18
2011-02-09,43.36
2011-02-10,43.31
2011-02-11,43.41
2011-02-14,43.24
2011-02-15,43.09
2011-02-16,43.7
2011-02-17,43.7
2011-02-18,43.56
2011-02-22,42.65
2011-02-23,42.13
2011-02-24,42.42
2011-02-25,42.95
2011-02-28,43.74
2011-03-01,42.99
2011-03-02,43.29
2011-03-03,44.07
2011-03-04,43.55
2011-03-07,43.02
2011-03-08,43.2
2011-03-09,43.12
2011-03-10,42.47
2011-03-11,42.93
2011-03-14,42.24
2011-03-15,41.62
2011-03-16,40.6
2011-03-17,40.76
2011-03-18,41.23
2011-03-21,41.82
2011-03-22,41.44
2011-03-23,42.24
2011-03-24,42.86
2011-03-25,42.97
2011-03-28,42.52
2011-03-29,42.94
2011-03-30,43.35
2011-03-31,43.09
2011-04-01,42.85
2011-04-04,42.63
2011-04-05,42.43
2011-04-06,42.27
2011-04-07,42.04
2011-04-08,41.76
2011-04-11,41.89
2011-04-12,41.63
2011-04-13,41.7
2011-04-14,41.02
2011-04-15,41.52
2011-04-18,41.2
2011-04-19,41.35
2011-04-20,42.04
2011-04-21,42.27
2011-04-25,41.93
2011-04-26,42.33
2011-04-27,42.58
2011-04-28,43.02
2011-04-29,43.1
2011-05-02,43.27
2011-05-03,43.07
2011-05-04,42.62
2011-05-05,42.69
2011-05-06,43.06
2011-05-09,43.1
2011-05-10,43.91
2011-05-11,41.52
2011-05-12,41.58
2011-05-13,41.52
2011-05-16,40.93
2011-05-17,41.01
2011-05-18,41.42
2011-05-19,41.38
2011-05-20,41.5
2011-05-23,41.16
2011-05-24,41.09
2011-05-25,41.13
2011-05-26,40.99
2011-05-27,41.52
2011-05-31,41.63
2011-06-01,40.4
2011-06-02,40.06
2011-06-03,39.38
2011-06-06,39.4
2011-06-07,39.35
2011-06-08,39.23
2011-06-09,39.37
2011-06-10,38.5
2011-06-13,38.37
2011-06-14,38.59
2011-06-15,38.39
2011-06-16,38.01
2011-06-17,38.04
2011-06-20,38.23
2011-06-21,38.78
2011-06-22,38.31
2011-06-23,37.82
2011-06-24,37.58
2011-06-27,38.07
2011-06-28,37.92
2011-06-29,38.35
2011-06-30,39.04
2011-07-01,39.72
2011-07-05,39.97
2011-07-06,39.57
2011-07-07,39.74
2011-07-08,39.91
2011-07-11,39.22
2011-07-12,39.15
2011-07-13,39.56
2011-07-14,39.58
2011-07-15,39.27
2011-07-18,38.75
2011-07-19,39.54
2011-07-20,39.36
2011-07-21,40.74
2011-07-22,40.65
2011-07-25,40.56
2011-07-26,40.51
2011-07-27,39.52
2011-07-28,39.4
2011-07-29,38.62
2011-08-01,38.44
2011-08-02,36.97
2011-08-03,37.43
2011-08-04,35.35
2011-08-05,35.18
2011-08-08,33.03
2011-08-09,34.7
2011-08-10,31.54
2011-08-11,32.12
2011-08-12,33.09
2011-08-15,33.65
2011-08-16,33.42
2011-08-17,33.37
2011-08-18,32.55
2011-08-19,31.85
2011-08-22,32.02
2011-08-23,32.11
2011-08-24,32.51
2011-08-25,32.01
2011-08-26,32.4
2011-08-29,33.16
2011-08-30,33.58
2011-08-31,34.06
2011-09-01,33.38
2011-09-02,32.46
2011-09-06,31.76
2011-09-07,32.63
2011-09-08,31.95
2011-09-09,31.04
2011-09-12,31.29
2011-09-13,31.45
2011-09-14,32.29
2011-09-15,32.94
2011-09-16,32.91
2011-09-19,32.51
2011-09-20,32.31
2011-09-21,31.28
2011-09-22,29.55
2011-09-23,29.83
2011-09-26,30.3
2011-09-27,31.16
2011-09-28,30.48
2011-09-29,30.65
2011-09-30,30.16
2011-10-03,29.0
2011-10-04,29.86
2011-10-05,31.51
2011-10-06,32.03
2011-10-07,31.7
2011-10-10,33.0
2011-10-11,32.61
2011-10-12,33.76
2011-10-13,33.55
2011-10-14,34.47
2011-10-17,33.39
2011-10-18,33.94
2011-10-19,33.61
2011-10-20,33.84
2011-10-21,35.16
2011-10-24,35.37
2011-10-25,34.51
2011-10-26,35.05
2011-10-27,36.28
2011-10-28,36.21
2011-10-31,34.88
2011-11-01,33.6
2011-11-02,34.07
2011-11-03,35.03
2011-11-04,34.76
2011-11-07,35.15
2011-11-08,35.29
2011-11-09,33.79
2011-11-10,34.64
2011-11-11,36.7
2011-11-14,36.12
2011-11-15,36.45
2011-11-16,35.53
2011-11-17,35.15
2011-11-18,35.63
2011-11-21,34.33
2011-11-22,34.02
2011-11-23,33.4
2011-11-25,33.51
2011-11-28,34.07
2011-11-29,34.0
2011-11-30,35.85
2011-12-01,35.99
2011-12-02,36.61
2011-12-05,36.94
2011-12-06,36.83
2011-12-07,37.1
2011-12-08,35.92
2011-12-09,36.56
2011-12-12,36.65
2011-12-13,36.33
2011-12-14,35.16
2011-12-15,35.19
2011-12-16,35.32
2011-12-19,34.75
2011-12-20,36.17
2011-12-21,36.27
2011-12-22,36.95
2011-12-23,37.7
2011-12-27,37.61
2011-12-28,37.24
2011-12-29,37.71
2011-12-30,37.5
2012-01-03,38.31
2012-01-04,38.85
2012-01-05,39.5
2012-01-06,39.91
2012-01-09,39.75
2012-01-10,39.63
2012-01-11,38.7
2012-01-12,38.73
2012-01-13,38.4
2012-01-17,38.48
2012-01-18,39.02
