Date,Close
2007-06-29,58.58
2007-07-02,58.32
2007-07-03,58.06
2007-07-05,58.26
2007-07-06,58.78
2007-07-09,58.5
2007-07-10,58.6
2007-07-11,58.68
2007-07-12,59.18
2007-07-13,59.28
2007-07-16,59.0
2007-07-17,59.2
2007-07-18,59.08
2007-07-19,58.82
2007-07-20,58.78
2007-07-23,53.42
2007-07-24,51.5
2007-07-25,52.26
2007-07-26,52.74
2007-07-27,52.88
2007-07-30,53.58
2007-07-31,53.22
2007-08-01,53.54
2007-08-02,54.88
2007-08-03,55.36
2007-08-06,55.16
2007-08-07,55.7
2007-08-08,55.58
2007-08-09,57.0
2007-08-10,57.06
2007-08-13,57.84
2007-08-14,57.34
2007-08-15,56.78
2007-08-16,56.0
2007-08-17,55.62
2007-08-20,56.48
2007-08-21,56.22
2007-08-22,57.06
2007-08-23,58.62
2007-08-24,59.66
2007-08-27,60.84
2007-08-28,58.28
2007-08-29,58.22
2007-08-30,58.5
2007-08-31,59.7
2007-09-04,61.06
2007-09-05,60.06
2007-09-06,60.12
2007-09-07,58.98
2007-09-10,57.84
2007-09-11,57.88
2007-09-12,58.84
2007-09-13,58.3
2007-09-14,58.32
2007-09-17,57.82
2007-09-18,59.04
2007-09-19,60.04
2007-09-20,59.62
2007-09-21,60.04
2007-09-24,60.34
2007-09-25,63.58
2007-09-26,63.96
2007-09-27,63.92
2007-09-28,63.76
2007-10-01,66.88
2007-10-02,67.34
2007-10-03,67.74
2007-10-04,67.96
2007-10-05,70.08
2007-10-08,69.92
2007-10-09,69.22
2007-10-10,69.22
2007-10-11,68.84
2007-10-12,69.34
2007-10-15,69.32
2007-10-16,67.88
2007-10-17,67.5
2007-10-18,67.46
2007-10-19,65.28
2007-10-22,65.58
2007-10-23,65.86
2007-10-24,64.38
2007-10-25,64.16
2007-10-26,64.92
2007-10-29,65.04
2007-10-30,64.22
2007-10-31,65.32
2007-11-01,64.82
2007-11-02,63.56
2007-11-05,61.6
2007-11-06,60.32
2007-11-07,61.3
2007-11-08,60.08
2007-11-09,57.02
2007-11-12,55.16
2007-11-13,58.34
2007-11-14,57.56
2007-11-15,57.88
2007-11-16,61.7
2007-11-19,59.14
2007-11-20,58.28
2007-11-21,57.94
2007-11-23,58.7
2007-11-26,58.68
2007-11-27,60.4
2007-11-28,63.76
2007-11-29,64.84
2007-11-30,65.2
2007-12-03,65.7
2007-12-04,65.92
2007-12-05,66.62
2007-12-06,66.6
2007-12-07,67.12
2007-12-10,67.88
2007-12-11,67.14
2007-12-12,67.28
2007-12-13,67.26
2007-12-14,66.5
2007-12-17,65.36
2007-12-18,65.54
2007-12-19,65.14
2007-12-20,64.14
2007-12-21,64.06
2007-12-24,64.84
2007-12-26,65.12
2007-12-27,63.92
2007-12-28,63.84
2007-12-31,63.24
2008-01-02,61.1
2008-01-03,61.12
2008-01-04,59.12
2008-01-07,58.26
2008-01-08,57.6
2008-01-09,56.54
2008-01-10,54.9
2008-01-11,52.9
2008-01-14,53.74
2008-01-15,50.78
2008-01-16,49.92
2008-01-17,45.98
2008-01-18,47.04
2008-01-22,45.62
2008-01-23,46.78
2008-01-24,47.92
2008-01-25,46.6
2008-01-28,45.7
2008-01-29,46.16
2008-01-30,45.68
2008-01-31,46.04
2008-02-01,46.9
2008-02-04,46.48
2008-02-05,44.3
2008-02-06,45.52
2008-02-07,47.44
2008-02-08,50.22
2008-02-11,49.48
2008-02-12,48.98
2008-02-13,50.26
2008-02-14,49.98
2008-02-15,51.18
2008-02-19,51.3
2008-02-20,50.82
2008-02-21,48.72
2008-02-22,48.84
2008-02-25,48.02
2008-02-26,48.72
2008-02-27,48.46
2008-02-28,46.92
2008-02-29,45.86
2008-03-03,44.6
2008-03-04,43.18
2008-03-05,43.74
2008-03-06,42.6
2008-03-07,42.1
2008-03-10,42.5
2008-03-11,43.08
2008-03-12,42.34
2008-03-13,43.32
2008-03-14,41.74
2008-03-17,40.96
2008-03-18,42.88
2008-03-19,41.28
2008-03-20,43.04
2008-03-24,44.54
2008-03-25,44.96
2008-03-26,46.04
2008-03-27,44.94
2008-03-28,43.64
2008-03-31,43.78
2008-04-01,48.18
2008-04-02,50.26
2008-04-03,49.9
2008-04-04,49.62
2008-04-07,49.76
2008-04-08,49.0
2008-04-09,47.82
2008-04-10,48.54
2008-04-11,47.5
2008-04-14,47.7
2008-04-15,48.12
2008-04-16,47.78
2008-04-17,47.4
2008-04-18,49.16
2008-04-21,49.76
2008-04-22,49.4
2008-04-23,49.56
2008-04-24,49.96
2008-04-25,50.14
2008-04-28,49.94
2008-04-29,50.08
2008-04-30,50.52
2008-05-01,50.26
2008-05-02,50.34
2008-05-05,48.84
2008-05-06,49.66
2008-05-07,48.12
2008-05-08,48.82
2008-05-09,48.06
2008-05-12,49.22
2008-05-13,48.42
2008-05-14,48.5
2008-05-15,49.38
2008-05-16,48.7
2008-05-19,47.22
2008-05-20,46.1
2008-05-21,44.52
2008-05-22,44.82
2008-05-23,43.32
2008-05-27,43.48
2008-05-28,45.5
2008-05-29,48.1
2008-05-30,48.5
2008-06-02,47.28
2008-06-03,46.62
2008-06-04,47.02
2008-06-05,46.98
2008-06-06,44.76
2008-06-09,44.58
2008-06-10,44.14
2008-06-11,42.0
2008-06-12,42.02
2008-06-13,42.88
2008-06-16,42.96
2008-06-17,42.36
2008-06-18,41.34
2008-06-19,40.7
2008-06-20,39.6
2008-06-23,39.38
2008-06-24,38.86
2008-06-25,39.96
2008-06-26,38.34
2008-06-27,38.32
2008-06-30,36.76
2008-07-01,36.44
2008-07-02,34.92
2008-07-03,34.98
2008-07-07,34.68
2008-07-08,35.62
2008-07-09,35.62
2008-07-10,35.2
2008-07-11,35.9
2008-07-14,36.3
2008-07-15,36.82
2008-07-16,39.56
2008-07-17,40.22
2008-07-18,38.38
2008-07-21,37.08
2008-07-22,36.6
2008-07-23,37.52
2008-07-24,36.02
2008-07-25,35.92
2008-07-28,34.76
2008-07-29,36.94
2008-07-30,38.06
2008-07-31,39.14
2008-08-01,38.42
2008-08-04,37.72
2008-08-05,39.04
2008-08-06,37.22
2008-08-07,36.6
2008-08-08,36.18
2008-08-11,37.6
2008-08-12,38.54
2008-08-13,37.72
2008-08-14,38.34
2008-08-15,38.9
2008-08-18,38.42
2008-08-19,37.82
2008-08-20,36.9
2008-08-21,37.46
2008-08-22,38.68
2008-08-25,36.76
2008-08-26,34.94
2008-08-27,35.46
2008-08-28,36.74
2008-08-29,35.32
2008-09-02,35.3
2008-09-03,34.92
2008-09-04,35.64
2008-09-05,35.28
2008-09-08,35.68
2008-09-09,34.2
2008-09-10,34.24
2008-09-11,34.06
2008-09-12,34.04
2008-09-15,31.42
2008-09-16,32.1
2008-09-17,30.2
2008-09-18,31.66
2008-09-19,33.5
2008-09-22,31.16
2008-09-23,30.62
2008-09-24,31.38
2008-09-25,32.34
2008-09-26,31.92
2008-09-29,27.42
2008-09-30,30.22
2008-10-01,29.9
2008-10-02,28.08
2008-10-03,27.22
2008-10-06,27.42
2008-10-07,25.48
2008-10-08,25.92
2008-10-09,24.36
2008-10-10,23.62
2008-10-13,25.18
2008-10-14,23.28
2008-10-15,21.44
2008-10-16,23.68
2008-10-17,23.2
2008-10-20,24.34
2008-10-21,22.86
2008-10-22,21.86
2008-10-23,21.2
2008-10-24,20.14
2008-10-27,19.98
2008-10-28,22.84
2008-10-29,24.0
2008-10-30,20.3
2008-10-31,19.02
2008-11-03,18.9
2008-11-04,18.94
2008-11-05,17.02
2008-11-06,16.1
2008-11-07,17.24
2008-11-10,16.58
2008-11-11,16.5
2008-11-12,15.24
2008-11-13,16.44
2008-11-14,15.6
2008-11-17,14.68
2008-11-18,14.12
2008-11-19,13.44
2008-11-20,12.1
2008-11-21,13.06
2008-11-24,14.56
2008-11-25,14.24
2008-11-26,16.46
2008-11-28,16.8
2008-12-01,15.7
2008-12-02,15.04
2008-12-03,15.4
2008-12-04,14.86
2008-12-05,15.8
2008-12-08,17.06
2008-12-09,16.26
2008-12-10,16.3
2008-12-11,15.24
2008-12-12,15.9
2008-12-15,15.04
2008-12-16,16.5
2008-12-17,17.02
2008-12-18,16.64
2008-12-19,16.3
2008-12-22,15.42
2008-12-23,15.32
2008-12-24,15.58
2008-12-26,15.4
2008-12-29,15.0
2008-12-30,15.6
2008-12-31,16.48
2009-01-02,17.58
2009-01-05,18.4
2009-01-06,19.08
2009-01-07,17.94
2009-01-08,19.02
2009-01-09,18.3
2009-01-12,17.28
2009-01-13,17.98
2009-01-14,17.4
2009-01-15,18.28
2009-01-16,18.28
2009-01-20,16.28
2009-01-21,16.92
2009-01-22,16.32
2009-01-23,16.54
2009-01-26,16.56
2009-01-27,17.16
2009-01-28,18.6
2009-01-29,18.06
2009-01-30,17.86
2009-02-02,17.82
2009-02-03,18.3
2009-02-04,18.54
2009-02-05,19.06
2009-02-06,19.92
2009-02-09,19.58
2009-02-10,18.3
2009-02-11,18.38
2009-02-12,18.2
2009-02-13,18.34
2009-02-17,16.7
2009-02-18,17.06
2009-02-19,15.8
2009-02-20,15.48
2009-02-23,15.7
2009-02-24,16.5
2009-02-25,16.5
2009-02-26,16.06
2009-02-27,15.94
2009-03-02,14.72
2009-03-03,14.26
2009-03-04,13.84
2009-03-05,13.28
2009-03-06,12.94
2009-03-09,12.78
2009-03-10,14.1
2009-03-11,14.16
2009-03-12,14.18
2009-03-13,14.76
2009-03-16,14.66
2009-03-17,15.98
2009-03-18,16.32
2009-03-19,15.3
2009-03-20,15.74
2009-03-23,17.22
2009-03-24,17.46
2009-03-25,18.46
2009-03-26,19.3
2009-03-27,18.28
2009-03-30,17.82
2009-03-31,18.16
2009-04-01,18.72
2009-04-02,20.1
2009-04-03,20.52
2009-04-06,20.74
2009-04-07,19.24
2009-04-08,19.04
2009-04-09,20.84
2009-04-13,21.14
2009-04-14,20.92
2009-04-15,20.88
2009-04-16,22.66
2009-04-17,23.62
2009-04-20,21.6
2009-04-21,23.18
2009-04-22,23.4
2009-04-23,22.46
2009-04-24,22.48
2009-04-27,21.06
2009-04-28,20.6
2009-04-29,21.18
2009-04-30,27.22
2009-05-01,29.58
2009-05-04,31.0
2009-05-05,31.6
2009-05-06,30.86
2009-05-07,29.98
2009-05-08,30.64
2009-05-11,30.32
2009-05-12,29.78
2009-05-13,26.96
2009-05-14,28.02
2009-05-15,27.7
2009-05-18,28.92
2009-05-19,30.1
2009-05-20,30.54
2009-05-21,29.38
2009-05-22,29.92
2009-05-26,31.9
2009-05-27,31.14
2009-05-28,31.78
2009-05-29,34.62
2009-06-01,34.76
2009-06-02,34.3
2009-06-03,33.14
2009-06-04,33.12
2009-06-05,33.36
2009-06-08,32.12
2009-06-09,33.46
2009-06-10,33.0
2009-06-11,33.82
2009-06-12,33.66
2009-06-15,33.0
2009-06-16,32.06
2009-06-17,30.88
2009-06-18,31.74
2009-06-19,33.12
2009-06-22,30.94
2009-06-23,30.12
2009-06-24,30.42
2009-06-25,31.58
2009-06-26,31.84
2009-06-29,31.84
2009-06-30,30.22
2009-07-01,31.1
2009-07-02,30.0
2009-07-06,28.86
2009-07-07,27.6
2009-07-08,27.48
2009-07-09,28.8
2009-07-10,29.14
2009-07-13,30.52
2009-07-14,31.64
2009-07-15,33.06
2009-07-16,33.5
2009-07-17,33.3
2009-07-20,34.5
2009-07-21,35.48
2009-07-22,35.4
2009-07-23,36.72
2009-07-24,36.9
2009-07-27,36.52
2009-07-28,37.68
2009-07-29,36.68
2009-07-30,40.96
2009-07-31,41.42
2009-08-03,42.54
2009-08-04,42.98
2009-08-05,43.98
2009-08-06,43.96
2009-08-07,45.04
2009-08-10,45.54
2009-08-11,45.24
2009-08-12,45.94
2009-08-13,45.54
2009-08-14,44.24
2009-08-17,42.62
2009-08-18,43.04
2009-08-19,43.76
2009-08-20,45.2
2009-08-21,45.8
2009-08-24,44.6
2009-08-25,45.7
2009-08-26,45.72
2009-08-27,45.54
2009-08-28,46.58
2009-08-31,46.1
2009-09-01,44.32
2009-09-02,43.86
2009-09-03,44.3
2009-09-04,45.92
2009-09-08,45.76
2009-09-09,47.06
2009-09-10,46.36
2009-09-11,46.12
2009-09-14,46.54
2009-09-15,47.42
2009-09-16,49.2
2009-09-17,48.56
2009-09-18,48.96
2009-09-21,48.28
2009-09-22,49.84
2009-09-23,49.8
2009-09-24,48.04
2009-09-25,46.94
2009-09-28,48.12
2009-09-29,47.74
2009-09-30,47.9
2009-10-01,46.6
2009-10-02,45.2
2009-10-05,46.02
2009-10-06,48.2
2009-10-07,48.34
2009-10-08,48.12
2009-10-09,48.32
2009-10-12,48.98
2009-10-13,50.04
2009-10-14,51.48
2009-10-15,51.92
2009-10-16,49.62
2009-10-19,51.0
2009-10-20,51.14
2009-10-21,51.68
2009-10-22,51.76
2009-10-23,52.72
2009-10-26,53.04
2009-10-27,50.48
2009-10-28,48.68
2009-10-29,48.6
2009-10-30,45.34
2009-11-02,46.14
2009-11-03,45.98
2009-11-04,44.86
2009-11-05,47.26
2009-11-06,46.96
2009-11-09,48.06
2009-11-10,48.84
2009-11-11,48.18
2009-11-12,47.14
2009-11-13,47.36
2009-11-16,47.84
2009-11-17,49.92
2009-11-18,50.8
2009-11-19,49.18
2009-11-20,49.9
2009-11-23,51.5
2009-11-24,51.14
2009-11-25,52.22
2009-11-27,50.42
2009-11-30,50.96
2009-12-01,51.54
2009-12-02,51.54
2009-12-03,52.0
2009-12-04,51.7
2009-12-07,50.34
2009-12-08,50.2
2009-12-09,50.6
2009-12-10,51.34
2009-12-11,51.32
2009-12-14,51.66
2009-12-15,50.94
2009-12-16,51.72
2009-12-17,50.28
2009-12-18,50.48
2009-12-21,52.28
2009-12-22,53.06
2009-12-23,54.18
2009-12-24,54.0
2009-12-28,54.16
2009-12-29,53.12
2009-12-30,52.92
2009-12-31,51.46
2010-01-04,51.64
2010-01-05,51.86
2010-01-06,49.2
2010-01-07,48.94
2010-01-08,48.48
2010-01-11,48.06
2010-01-12,46.56
2010-01-13,47.14
2010-01-14,46.12
2010-01-15,45.46
2010-01-19,45.5
2010-01-20,44.44
2010-01-21,44.46
2010-01-22,43.54
2010-01-25,43.46
2010-01-26,44.34
2010-01-27,44.24
2010-01-28,43.36
2010-01-29,42.82
2010-02-01,44.2
2010-02-02,44.14
2010-02-03,44.22
2010-02-04,42.8
2010-02-05,42.52
2010-02-08,42.84
2010-02-09,43.76
2010-02-10,44.48
2010-02-11,42.54
2010-02-12,42.7
2010-02-16,44.36
2010-02-17,43.76
2010-02-18,45.7
2010-02-19,45.18
2010-02-22,44.76
2010-02-23,44.84
2010-02-24,45.26
2010-02-25,44.8
2010-02-26,44.48
2010-03-01,46.26
2010-03-02,46.22
2010-03-03,45.74
2010-03-04,46.14
2010-03-05,46.46
2010-03-08,46.26
2010-03-09,45.9
2010-03-10,46.02
2010-03-11,45.8
2010-03-12,44.62
2010-03-15,45.26
2010-03-16,45.52
2010-03-17,45.8
2010-03-18,45.4
2010-03-19,45.38
2010-03-22,46.9
2010-03-23,45.82
2010-03-24,45.6
2010-03-25,45.76
2010-03-26,45.88
2010-03-29,48.7
2010-03-30,48.72
2010-03-31,49.9
2010-04-01,48.86
2010-04-05,50.08
2010-04-06,50.58
2010-04-07,49.88
2010-04-08,49.46
2010-04-09,49.14
2010-04-12,50.36
2010-04-13,50.1
2010-04-14,50.96
2010-04-15,50.76
2010-04-16,49.7
2010-04-19,49.42
2010-04-20,50.12
2010-04-21,49.26
2010-04-22,49.06
2010-04-23,48.36
2010-04-26,49.26
2010-04-27,47.36
2010-04-28,47.0
2010-04-29,49.02
2010-04-30,47.22
2010-05-03,48.32
2010-05-04,46.92
2010-05-05,47.1
2010-05-06,46.12
2010-05-07,44.0
2010-05-10,47.3
2010-05-11,46.36
2010-05-12,47.16
2010-05-13,47.0
2010-05-14,45.6
2010-05-17,46.22
2010-05-18,45.4
2010-05-19,45.28
2010-05-20,43.34
2010-05-21,43.56
2010-05-24,43.06
2010-05-25,43.22
2010-05-26,43.28
2010-05-27,44.08
2010-05-28,43.12
2010-06-01,42.0
2010-06-02,42.7
2010-06-03,42.66
2010-06-04,40.36
2010-06-07,39.76
2010-06-08,39.44
2010-06-09,39.6
2010-06-10,41.1
2010-06-11,41.1
2010-06-14,41.6
2010-06-15,43.0
2010-06-16,43.26
2010-06-17,41.76
2010-06-18,41.94
2010-06-21,40.88
2010-06-22,40.86
2010-06-23,40.42
2010-06-24,38.76
2010-06-25,39.12
2010-06-28,39.4
2010-06-29,37.86
2010-06-30,37.56
2010-07-01,37.96
2010-07-02,36.66
2010-07-06,37.02
2010-07-07,38.32
2010-07-08,37.96
2010-07-09,37.76
2010-07-12,37.64
2010-07-13,39.4
2010-07-14,40.52
2010-07-15,41.3
2010-07-16,40.08
2010-07-19,40.68
2010-07-20,41.52
2010-07-21,41.22
2010-07-22,42.38
2010-07-23,43.92
2010-07-26,43.2
2010-07-27,43.22
2010-07-28,42.6
2010-07-29,42.14
2010-07-30,45.36
2010-08-02,45.54
2010-08-03,45.72
2010-08-04,48.64
2010-08-05,48.54
2010-08-06,49.22
2010-08-09,49.06
2010-08-10,49.36
2010-08-11,47.14
2010-08-12,47.54
2010-08-13,47.36
2010-08-16,47.64
2010-08-17,48.64
2010-08-18,47.48
2010-08-19,47.0
2010-08-20,47.28
2010-08-23,47.08
2010-08-24,45.22
2010-08-25,46.04
2010-08-26,46.14
2010-08-27,46.82
2010-08-30,45.48
2010-08-31,45.72
2010-09-01,48.98
2010-09-02,50.76
2010-09-03,50.82
2010-09-07,49.28
2010-09-08,50.38
2010-09-09,51.08
2010-09-10,51.72
2010-09-13,53.0
2010-09-14,53.68
2010-09-15,53.32
2010-09-16,55.38
2010-09-17,57.52
2010-09-20,57.7
2010-09-21,57.3
2010-09-22,56.8
2010-09-23,56.62
2010-09-24,59.28
2010-09-27,58.58
2010-09-28,58.02
2010-09-29,56.82
2010-09-30,56.46
2010-10-01,55.42
2010-10-04,54.34
2010-10-05,56.6
2010-10-06,55.4
2010-10-07,56.52
2010-10-08,56.58
2010-10-11,57.0
2010-10-12,55.82
2010-10-13,56.58
2010-10-14,55.4
2010-10-15,55.64
2010-10-18,54.9
2010-10-19,53.7
2010-10-20,54.32
2010-10-21,55.78
2010-10-22,56.56
2010-10-25,57.18
2010-10-26,56.58
2010-10-27,58.0
2010-10-28,58.28
2010-10-29,57.9
2010-11-01,57.08
2010-11-02,57.38
2010-11-03,57.36
2010-11-04,54.34
2010-11-05,54.6
2010-11-08,56.04
2010-11-09,54.7
2010-11-10,54.92
2010-11-11,54.64
2010-11-12,53.32
2010-11-15,51.64
2010-11-16,51.0
2010-11-17,52.12
2010-11-18,52.9
2010-11-19,52.42
2010-11-22,51.74
2010-11-23,50.72
2010-11-24,52.44
2010-11-26,52.74
2010-11-29,53.56
2010-11-30,52.66
2010-12-01,53.58
2010-12-02,53.92
2010-12-03,54.1
2010-12-06,54.38
2010-12-07,53.86
2010-12-08,54.02
2010-12-09,54.34
2010-12-10,54.88
2010-12-13,52.26
2010-12-14,51.14
2010-12-15,51.38
2010-12-16,51.96
2010-12-17,53.66
2010-12-20,53.8
2010-12-21,54.38
2010-12-22,53.24
2010-12-23,52.66
2010-12-27,51.14
2010-12-28,50.96
2010-12-29,51.16
2010-12-30,50.56
2010-12-31,50.18
2011-01-03,49.58
2011-01-04,48.84
2011-01-05,50.86
2011-01-06,50.2
2011-01-07,51.24
2011-01-10,51.02
2011-01-11,52.72
2011-01-12,53.3
2011-01-13,54.24
2011-01-14,54.6
2011-01-18,53.38
2011-01-19,52.68
2011-01-20,52.58
2011-01-21,51.96
2011-01-24,51.96
2011-01-25,51.52
2011-01-26,50.68
2011-01-27,50.78
2011-01-28,49.96
2011-01-31,50.32
2011-02-01,50.64
2011-02-02,50.46
2011-02-03,49.96
2011-02-04,50.5
2011-02-07,50.6
2011-02-08,51.96
2011-02-09,50.86
2011-02-10,51.38
2011-02-11,42.62
2011-02-14,43.38
2011-02-15,43.42
2011-02-16,42.38
2011-02-17,42.02
2011-02-18,41.92
2011-02-22,40.72
2011-02-23,40.64
2011-02-24,40.54
2011-02-25,40.28
2011-02-28,39.72
2011-03-01,39.38
2011-03-02,39.8
2011-03-03,40.4
2011-03-04,41.56
2011-03-07,42.0
2011-03-08,43.2
2011-03-09,42.9
2011-03-10,42.94
2011-03-11,43.6
2011-03-14,43.4
2011-03-15,43.38
2011-03-16,42.98
2011-03-17,43.08
2011-03-18,42.64
2011-03-21,43.2
2011-03-22,43.16
2011-03-23,43.06
2011-03-24,43.72
2011-03-25,43.66
2011-03-28,43.24
2011-03-29,43.98
2011-03-30,45.66
2011-03-31,45.32
2011-04-01,44.52
2011-04-04,44.86
2011-04-05,45.44
2011-04-06,44.96
2011-04-07,44.8
2011-04-08,50.6
2011-04-11,49.04
2011-04-12,48.42
2011-04-13,47.98
2011-04-14,47.3
2011-04-15,47.32
2011-04-18,46.82
2011-04-19,46.58
2011-04-20,47.18
2011-04-21,47.68
2011-04-25,48.76
2011-04-26,48.76
2011-04-27,48.5
2011-04-28,49.36
2011-04-29,50.04
2011-05-02,50.74
2011-05-03,49.96
2011-05-04,49.44
2011-05-05,49.46
2011-05-06,50.52
2011-05-09,50.8
2011-05-10,50.7
2011-05-11,50.16
2011-05-12,50.24
2011-05-13,50.34
2011-05-16,49.9
2011-05-17,51.12
2011-05-18,53.28
2011-05-19,54.52
2011-05-20,55.14
2011-05-23,55.1
2011-05-24,54.72
2011-05-25,54.66
2011-05-26,54.72
2011-05-27,55.38
2011-05-31,56.02
2011-06-01,55.6
2011-06-02,55.84
2011-06-03,55.26
2011-06-06,53.86
2011-06-07,53.78
2011-06-08,54.3
2011-06-09,54.64
2011-06-10,54.0
2011-06-13,54.96
2011-06-14,55.44
2011-06-15,54.46
2011-06-16,54.02
2011-06-17,54.06
2011-06-20,54.74
2011-06-21,56.56
2011-06-22,56.14
2011-06-23,56.58
2011-06-24,55.92
2011-06-27,55.78
2011-06-28,56.86
2011-06-29,57.18
2011-06-30,57.98
2011-07-01,59.08
2011-07-05,59.86
2011-07-06,59.76
2011-07-07,60.5
2011-07-08,61.36
2011-07-11,60.78
2011-07-12,61.14
2011-07-13,61.22
2011-07-14,60.42
2011-07-15,60.52
2011-07-18,59.5
2011-07-19,60.64
2011-07-20,59.8
2011-07-21,60.1
2011-07-22,60.1
2011-07-25,60.34
2011-07-26,61.18
2011-07-27,59.52
2011-07-28,57.98
2011-07-29,63.38
2011-08-01,62.8
2011-08-02,60.9
2011-08-03,61.28
2011-08-04,57.74
2011-08-05,57.16
2011-08-08,53.56
2011-08-09,56.62
2011-08-10,54.9
2011-08-11,56.86
2011-08-12,57.54
2011-08-15,59.26
2011-08-16,58.68
2011-08-17,57.84
2011-08-18,54.1
2011-08-19,53.06
2011-08-22,53.6
2011-08-23,55.28
2011-08-24,55.48
2011-08-25,54.46
2011-08-26,56.06
2011-08-29,58.52
2011-08-30,59.98
2011-08-31,60.62
2011-09-01,60.4
2011-09-02,58.48
2011-09-06,59.54
2011-09-07,60.9
2011-09-08,60.0
2011-09-09,58.26
2011-09-12,59.28
2011-09-13,59.56
2011-09-14,59.42
2011-09-15,59.08
2011-09-16,59.2
2011-09-19,57.58
2011-09-20,57.74
2011-09-21,56.44
2011-09-22,53.16
2011-09-23,54.34
2011-09-26,56.88
2011-09-27,57.82
2011-09-28,57.12
2011-09-29,54.2
2011-09-30,51.5
2011-10-03,48.62
2011-10-04,50.4
2011-10-05,51.86
2011-10-06,54.3
2011-10-07,53.96
2011-10-10,55.92
2011-10-11,56.46
2011-10-12,56.46
2011-10-13,56.44
2011-10-14,56.02
2011-10-17,55.56
2011-10-18,56.0
2011-10-19,54.72
2011-10-20,54.4
2011-10-21,55.64
2011-10-24,57.72
2011-10-25,55.96
2011-10-26,56.34
2011-10-27,58.18
2011-10-28,54.56
2011-10-31,52.52
2011-11-01,54.76
2011-11-02,55.22
2011-11-03,56.28
2011-11-04,56.74
2011-11-07,57.68
2011-11-08,56.44
2011-11-09,54.04
2011-11-10,54.94
2011-11-11,55.96
2011-11-14,55.54
2011-11-15,56.36
2011-11-16,55.72
2011-11-17,54.02
2011-11-18,54.92
2011-11-21,53.8
2011-11-22,53.6
2011-11-23,51.7
2011-11-25,52.22
2011-11-28,53.88
2011-11-29,54.76
2011-11-30,55.64
2011-12-01,56.06
2011-12-02,56.2
2011-12-05,57.84
2011-12-06,57.62
2011-12-07,58.42
2011-12-08,56.08
2011-12-09,57.0
2011-12-12,56.86
2011-12-13,55.86
2011-12-14,54.74
2011-12-15,55.18
2011-12-16,55.96
2011-12-19,55.14
2011-12-20,57.1
2011-12-21,27.89
2011-12-22,29.15
2011-12-23,30.04
2011-12-27,30.07
2011-12-28,29.55
2011-12-29,29.34
2011-12-30,29.02
2012-01-03,29.66
2012-01-04,29.03
2012-01-05,28.77
2012-01-06,29.25
2012-01-09,28.63
2012-01-10,29.5
2012-01-11,29.31
2012-01-12,28.87
2012-01-13,28.67
2012-01-17,29.69
2012-01-18,30.88
