Date,Close
2007-11-23,86.67
2007-11-26,83.79
2007-11-27,84.31
2007-11-28,86.06
2007-11-29,86.56
2007-11-30,87.77
2007-12-03,87.84
2007-12-04,87.16
2007-12-05,89.3
2007-12-06,91.38
2007-12-07,90.96
2007-12-10,91.72
2007-12-11,89.89
2007-12-12,91.78
2007-12-13,93.08
2007-12-14,92.02
2007-12-17,89.98
2007-12-18,91.19
2007-12-19,90.9
2007-12-20,92.05
2007-12-21,94.04
2007-12-24,94.48
2007-12-26,94.84
2007-12-27,93.75
2007-12-28,94.86
2007-12-31,93.33
2008-01-02,93.46
2008-01-03,94.61
2008-01-04,93.35
2008-01-07,92.13
2008-01-08,90.95
2008-01-09,92.57
2008-01-10,91.9
2008-01-11,90.67
2008-01-14,90.91
2008-01-15,88.27
2008-01-16,86.25
2008-01-17,82.75
2008-01-18,83.46
2008-01-22,81.25
2008-01-23,81.45
2008-01-24,83.67
2008-01-25,81.82
2008-01-28,82.86
2008-01-29,82.6
2008-01-30,83.23
2008-01-31,83.25
2008-02-01,82.49
2008-02-04,82.02
2008-02-05,79.74
2008-02-06,77.51
2008-02-07,78.74
2008-02-08,79.26
2008-02-11,80.43
2008-02-12,81.12
2008-02-13,82.12
2008-02-14,82.84
2008-02-15,83.6
2008-02-19,84.83
2008-02-20,86.34
2008-02-21,84.78
2008-02-22,85.42
2008-02-25,87.18
2008-02-26,88.12
2008-02-27,88.22
2008-02-28,89.02
2008-02-29,86.66
2008-03-03,87.2
2008-03-04,86.73
2008-03-05,88.79
2008-03-06,87.8
2008-03-07,85.26
2008-03-10,84.73
2008-03-11,88.16
2008-03-12,86.73
2008-03-13,87.04
2008-03-14,85.34
2008-03-17,84.19
2008-03-18,86.12
2008-03-19,81.89
2008-03-20,83.21
2008-03-24,84.01
2008-03-25,84.54
2008-03-26,84.96
2008-03-27,84.4
2008-03-28,84.5
2008-03-31,85.36
2008-04-01,86.74
2008-04-02,87.51
2008-04-03,87.72
2008-04-04,88.05
2008-04-07,88.27
2008-04-08,89.28
2008-04-09,89.95
2008-04-10,89.6
2008-04-11,88.8
2008-04-14,89.3
2008-04-15,90.17
2008-04-16,91.93
2008-04-17,91.99
2008-04-18,93.18
2008-04-21,92.7
2008-04-22,94.03
2008-04-23,94.48
2008-04-24,92.4
2008-04-25,92.69
2008-04-28,92.5
2008-04-29,94.74
2008-04-30,96.15
2008-05-01,94.94
2008-05-02,95.32
2008-05-05,95.62
2008-05-06,96.87
2008-05-07,95.28
2008-05-08,97.44
2008-05-09,97.39
2008-05-12,97.36
2008-05-13,97.73
2008-05-14,97.72
2008-05-15,98.49
2008-05-16,100.38
2008-05-19,102.2
2008-05-20,103.09
2008-05-21,103.02
2008-05-22,101.91
2008-05-23,100.73
2008-05-27,99.58
2008-05-28,100.42
2008-05-29,98.86
2008-05-30,99.15
2008-06-02,99.37
2008-06-03,97.86
2008-06-04,96.04
2008-06-05,99.99
2008-06-06,99.5
2008-06-09,101.2
2008-06-10,98.78
2008-06-11,99.42
2008-06-12,98.06
2008-06-13,99.4
2008-06-16,99.49
2008-06-17,100.37
2008-06-18,99.26
2008-06-19,96.86
2008-06-20,96.62
2008-06-23,99.06
2008-06-24,98.64
2008-06-25,99.36
2008-06-26,97.41
2008-06-27,97.8
2008-06-30,99.13
2008-07-01,99.08
2008-07-02,97.42
2008-07-03,98.63
2008-07-07,96.82
2008-07-08,95.79
2008-07-09,93.91
2008-07-10,96.25
2008-07-11,92.25
2008-07-14,92.8
2008-07-15,89.42
2008-07-16,86.39
2008-07-17,85.67
2008-07-18,86.05
2008-07-21,86.91
2008-07-22,85.63
2008-07-23,82.65
2008-07-24,82.0
2008-07-25,82.56
2008-07-28,82.49
2008-07-29,82.84
2008-07-30,87.26
2008-07-31,84.56
2008-08-01,84.31
2008-08-04,82.8
2008-08-05,82.49
2008-08-06,84.56
2008-08-07,83.43
2008-08-08,84.4
2008-08-11,84.08
2008-08-12,83.56
2008-08-13,86.24
2008-08-14,86.58
2008-08-15,84.25
2008-08-18,83.19
2008-08-19,84.71
2008-08-20,86.46
2008-08-21,88.52
2008-08-22,88.1
2008-08-25,85.51
2008-08-26,85.79
2008-08-27,86.62
2008-08-28,87.18
2008-08-29,86.32
2008-09-02,83.29
2008-09-03,84.18
2008-09-04,81.22
2008-09-05,80.22
2008-09-08,81.05
2008-09-09,78.79
2008-09-10,81.16
2008-09-11,82.8
2008-09-12,84.24
2008-09-15,80.09
2008-09-16,81.86
2008-09-17,80.05
2008-09-18,82.88
2008-09-19,87.8
2008-09-22,87.33
2008-09-23,85.46
2008-09-24,85.23
2008-09-25,87.47
2008-09-26,86.95
2008-09-29,77.5
2008-09-30,82.48
2008-10-01,82.2
2008-10-02,79.56
2008-10-03,79.38
2008-10-06,76.84
2008-10-07,73.35
2008-10-08,73.1
2008-10-09,64.0
2008-10-10,57.83
2008-10-13,69.89
2008-10-14,68.54
2008-10-15,59.98
2008-10-16,63.1
2008-10-17,62.35
2008-10-20,69.61
2008-10-21,66.8
2008-10-22,61.74
2008-10-23,66.77
2008-10-24,63.91
2008-10-27,61.71
2008-10-28,70.02
2008-10-29,71.0
2008-10-30,74.18
2008-10-31,74.6
2008-11-03,73.69
2008-11-04,78.19
2008-11-05,74.88
2008-11-06,70.11
2008-11-07,73.46
2008-11-10,74.34
2008-11-11,73.54
2008-11-12,67.28
2008-11-13,75.71
2008-11-14,72.68
2008-11-17,70.78
2008-11-18,73.4
2008-11-19,70.61
2008-11-20,64.4
2008-11-21,70.49
2008-11-24,74.3
2008-11-25,76.53
2008-11-26,79.93
2008-11-28,79.01
2008-12-01,72.02
2008-12-02,75.54
2008-12-03,74.74
2008-12-04,71.76
2008-12-05,74.42
2008-12-08,78.09
2008-12-09,75.56
2008-12-10,78.44
2008-12-11,79.46
2008-12-12,79.0
2008-12-15,78.21
2008-12-16,79.01
2008-12-17,76.82
2008-12-18,73.03
2008-12-19,70.85
2008-12-22,69.39
2008-12-23,69.2
2008-12-24,69.62
2008-12-26,70.35
2008-12-29,71.55
2008-12-30,73.38
2008-12-31,73.97
2009-01-02,76.52
2009-01-05,76.66
2009-01-06,77.35
2009-01-07,73.96
2009-01-08,74.24
2009-01-09,72.82
2009-01-12,70.82
2009-01-13,71.82
2009-01-14,69.69
2009-01-15,70.77
2009-01-16,71.74
2009-01-20,68.31
2009-01-21,71.23
2009-01-22,69.95
2009-01-23,70.82
2009-01-26,71.29
2009-01-27,72.09
2009-01-28,73.79
2009-01-29,70.62
2009-01-30,70.52
2009-02-02,70.29
2009-02-03,71.64
2009-02-04,71.6
2009-02-05,73.25
2009-02-06,74.9
2009-02-09,74.42
2009-02-10,71.12
2009-02-11,71.26
2009-02-12,69.86
2009-02-13,69.73
2009-02-17,66.18
2009-02-18,66.12
2009-02-19,66.68
2009-02-20,65.07
2009-02-23,62.94
2009-02-24,65.28
2009-02-25,63.5
2009-02-26,63.17
2009-02-27,60.71
2009-03-02,57.62
2009-03-03,57.73
2009-03-04,59.28
2009-03-05,56.46
2009-03-06,58.27
2009-03-09,58.28
2009-03-10,61.78
2009-03-11,61.22
2009-03-12,63.4
2009-03-13,62.91
2009-03-16,62.94
2009-03-17,65.31
2009-03-18,66.59
2009-03-19,67.13
2009-03-20,64.71
2009-03-23,69.15
2009-03-24,68.97
2009-03-25,69.7
2009-03-26,70.17
2009-03-27,68.9
2009-03-30,66.8
2009-03-31,67.24
2009-04-01,68.3
2009-04-02,70.31
2009-04-03,70.48
2009-04-06,69.89
2009-04-07,68.4
2009-04-08,68.48
2009-04-09,69.23
2009-04-13,67.98
2009-04-14,66.58
2009-04-15,66.7
2009-04-16,65.93
2009-04-17,66.01
2009-04-20,63.87
2009-04-21,64.88
2009-04-22,63.75
2009-04-23,65.53
2009-04-24,66.6
2009-04-27,65.41
2009-04-28,65.99
2009-04-29,67.56
2009-04-30,66.1
2009-05-01,66.87
2009-05-04,66.68
2009-05-05,65.75
2009-05-06,68.11
2009-05-07,67.98
2009-05-08,70.38
2009-05-11,68.0
2009-05-12,69.19
2009-05-13,68.1
2009-05-14,67.85
2009-05-15,65.88
2009-05-18,66.03
2009-05-19,65.86
2009-05-20,65.21
2009-05-21,64.47
2009-05-22,64.44
2009-05-26,65.66
2009-05-27,64.57
2009-05-28,65.81
2009-05-29,66.67
2009-06-01,69.21
2009-06-02,69.35
2009-06-03,68.26
2009-06-04,69.79
2009-06-05,69.37
2009-06-08,69.58
2009-06-09,70.19
2009-06-10,70.22
2009-06-11,71.9
2009-06-12,72.67
2009-06-15,71.08
2009-06-16,69.88
2009-06-17,68.83
2009-06-18,68.43
2009-06-19,68.06
2009-06-22,65.76
2009-06-23,65.96
2009-06-24,65.72
2009-06-25,66.87
2009-06-26,65.95
2009-06-29,66.88
2009-06-30,66.25
2009-07-01,66.52
2009-07-02,64.42
2009-07-06,64.14
2009-07-07,62.7
2009-07-08,62.78
2009-07-09,63.08
2009-07-10,61.4
2009-07-13,62.44
2009-07-14,63.0
2009-07-15,64.57
2009-07-16,64.89
2009-07-17,65.12
2009-07-20,65.64
2009-07-21,66.25
2009-07-22,65.94
2009-07-23,67.89
2009-07-24,68.43
2009-07-27,68.85
2009-07-28,68.34
2009-07-29,67.12
2009-07-30,67.7
2009-07-31,69.47
2009-08-03,70.4
2009-08-04,70.41
2009-08-05,69.79
2009-08-06,69.25
2009-08-07,69.5
2009-08-10,69.23
2009-08-11,67.94
2009-08-12,68.72
2009-08-13,68.53
2009-08-14,68.63
2009-08-17,66.59
2009-08-18,66.94
2009-08-19,68.16
2009-08-20,68.62
2009-08-21,69.73
2009-08-24,70.76
2009-08-25,70.65
2009-08-26,71.09
2009-08-27,71.0
2009-08-28,70.68
2009-08-31,69.94
2009-09-01,68.48
2009-09-02,68.04
2009-09-03,68.33
2009-09-04,68.96
2009-09-08,70.48
2009-09-09,70.33
2009-09-10,71.45
2009-09-11,70.75
2009-09-14,71.04
2009-09-15,71.63
2009-09-16,72.45
2009-09-17,71.97
2009-09-18,72.64
2009-09-21,72.05
2009-09-22,72.63
2009-09-23,71.37
2009-09-24,70.71
2009-09-25,70.66
2009-09-28,71.7
2009-09-29,70.91
2009-09-30,70.43
2009-10-01,68.81
2009-10-02,68.14
2009-10-05,69.39
2009-10-06,70.56
2009-10-07,70.51
2009-10-08,71.45
2009-10-09,72.76
2009-10-12,73.67
2009-10-13,74.07
2009-10-14,75.46
2009-10-15,76.69
2009-10-16,76.81
2009-10-19,77.66
2009-10-20,77.03
2009-10-21,76.97
2009-10-22,77.29
2009-10-23,76.68
2009-10-26,75.45
2009-10-27,76.59
2009-10-28,75.89
2009-10-29,77.95
2009-10-30,76.54
2009-11-02,76.64
2009-11-03,76.7
2009-11-04,76.28
2009-11-05,77.24
2009-11-06,77.53
2009-11-09,77.66
2009-11-10,78.34
2009-11-11,78.51
2009-11-12,77.42
2009-11-13,77.94
2009-11-16,78.61
2009-11-17,78.81
2009-11-18,78.92
2009-11-19,77.34
2009-11-20,76.77
2009-11-23,78.74
2009-11-24,79.03
2009-11-25,79.64
2009-11-27,78.17
2009-11-30,78.04
2009-12-01,79.06
2009-12-02,78.73
2009-12-03,77.96
2009-12-04,78.07
2009-12-07,78.17
2009-12-08,76.76
2009-12-09,77.06
2009-12-10,77.42
2009-12-11,77.76
2009-12-14,77.26
2009-12-15,77.37
2009-12-16,77.89
2009-12-17,76.78
2009-12-18,76.9
2009-12-21,77.5
2009-12-22,77.49
2009-12-23,77.04
2009-12-24,77.43
2009-12-28,77.77
2009-12-29,77.21
2009-12-30,77.65
2009-12-31,76.99
2010-01-04,79.06
2010-01-05,79.62
2010-01-06,79.63
2010-01-07,79.33
2010-01-08,79.47
2010-01-11,80.88
2010-01-12,80.41
2010-01-13,79.8
2010-01-14,79.55
2010-01-15,79.23
2010-01-19,79.68
2010-01-20,78.15
2010-01-21,76.24
2010-01-22,74.59
2010-01-25,74.55
2010-01-26,74.15
2010-01-27,73.7
2010-01-28,73.24
2010-01-29,72.12
2010-02-01,73.58
2010-02-02,74.45
2010-02-03,73.21
2010-02-04,71.37
2010-02-05,71.18
2010-02-08,70.13
2010-02-09,71.31
2010-02-10,70.75
2010-02-11,71.73
2010-02-12,71.01
2010-02-16,72.99
2010-02-17,72.84
2010-02-18,73.62
2010-02-19,74.05
2010-02-22,72.96
2010-02-23,72.04
2010-02-24,72.34
2010-02-25,72.11
2010-02-26,72.3
2010-03-01,72.81
2010-03-02,73.32
2010-03-03,73.13
2010-03-04,73.08
2010-03-05,74.3
2010-03-08,74.64
2010-03-09,74.3
2010-03-10,73.96
2010-03-11,73.99
2010-03-12,73.72
2010-03-15,73.57
2010-03-16,73.98
2010-03-17,74.67
2010-03-18,74.76
2010-03-19,74.98
2010-03-22,74.46
2010-03-23,74.77
2010-03-24,73.93
2010-03-25,73.8
2010-03-26,74.43
2010-03-29,75.23
2010-03-30,75.3
2010-03-31,75.83
2010-04-01,76.69
2010-04-05,77.66
2010-04-06,77.88
2010-04-07,77.37
2010-04-08,77.66
2010-04-09,79.5
2010-04-12,80.43
2010-04-13,80.21
2010-04-14,80.58
2010-04-15,81.59
2010-04-16,80.75
2010-04-19,81.32
2010-04-20,82.05
2010-04-21,81.92
2010-04-22,81.2
2010-04-23,82.67
2010-04-26,82.59
2010-04-27,80.23
2010-04-28,80.62
2010-04-29,82.29
2010-04-30,81.44
2010-05-03,82.83
2010-05-04,80.76
2010-05-05,80.19
2010-05-06,77.2
2010-05-07,77.1
2010-05-10,79.89
2010-05-11,79.7
2010-05-12,80.06
2010-05-13,78.92
2010-05-14,77.83
2010-05-17,77.73
2010-05-18,76.85
2010-05-19,76.6
2010-05-20,73.6
2010-05-21,74.48
2010-05-24,73.44
2010-05-25,72.57
2010-05-26,71.55
2010-05-27,74.36
2010-05-28,73.87
2010-06-01,72.29
2010-06-02,74.13
2010-06-03,73.91
2010-06-04,71.28
2010-06-07,71.35
2010-06-08,71.02
2010-06-09,70.79
2010-06-10,74.17
2010-06-11,74.06
2010-06-14,74.18
2010-06-15,75.23
2010-06-16,74.95
2010-06-17,75.32
2010-06-18,75.52
2010-06-21,75.72
2010-06-22,74.0
2010-06-23,72.26
2010-06-24,70.83
2010-06-25,70.06
2010-06-28,69.96
2010-06-29,68.36
2010-06-30,67.86
2010-07-01,67.48
2010-07-02,67.31
2010-07-06,67.56
2010-07-07,69.45
2010-07-08,70.41
2010-07-09,71.84
2010-07-12,71.85
2010-07-13,73.23
2010-07-14,73.05
2010-07-15,73.04
2010-07-16,71.5
2010-07-19,72.0
2010-07-20,73.1
2010-07-21,72.17
2010-07-22,73.44
2010-07-23,73.52
2010-07-26,74.62
2010-07-27,75.3
2010-07-28,75.56
2010-07-29,76.02
2010-07-30,76.21
2010-08-02,77.8
2010-08-03,78.66
2010-08-04,79.02
2010-08-05,79.07
2010-08-06,78.73
2010-08-09,79.29
2010-08-10,79.04
2010-08-11,77.13
2010-08-12,77.07
2010-08-13,77.4
2010-08-16,77.71
2010-08-17,77.77
2010-08-18,77.04
2010-08-19,75.84
2010-08-20,75.05
2010-08-23,75.05
2010-08-24,73.78
2010-08-25,74.07
2010-08-26,73.33
2010-08-27,74.93
2010-08-30,73.78
2010-08-31,74.08
2010-09-01,76.77
2010-09-02,77.45
2010-09-03,78.0
2010-09-07,77.05
2010-09-08,77.25
2010-09-09,77.36
2010-09-10,78.82
2010-09-13,79.25
2010-09-14,79.51
2010-09-15,79.21
2010-09-16,79.05
2010-09-17,78.46
2010-09-20,79.9
2010-09-21,79.75
2010-09-22,79.25
2010-09-23,78.54
2010-09-24,80.12
2010-09-27,80.08
2010-09-28,80.88
2010-09-29,81.28
2010-09-30,81.05
2010-10-01,81.95
2010-10-04,81.31
2010-10-05,83.39
2010-10-06,83.89
2010-10-07,83.52
2010-10-08,83.94
2010-10-11,83.71
2010-10-12,83.84
2010-10-13,83.67
2010-10-14,83.9
2010-10-15,83.61
2010-10-18,84.48
2010-10-19,82.79
2010-10-20,84.02
2010-10-21,84.25
2010-10-22,84.55
2010-10-25,84.87
2010-10-26,85.15
2010-10-27,84.31
2010-10-28,84.44
2010-10-29,82.6
2010-11-01,81.45
2010-11-02,82.15
2010-11-03,82.7
2010-11-04,85.14
2010-11-05,84.98
2010-11-08,84.8
2010-11-09,83.56
2010-11-10,85.17
2010-11-11,86.09
2010-11-12,85.44
2010-11-15,84.86
2010-11-16,82.48
2010-11-17,82.46
2010-11-18,83.82
2010-11-19,83.94
2010-11-22,83.45
2010-11-23,81.75
2010-11-24,82.93
2010-11-26,82.05
2010-11-29,81.69
2010-11-30,80.97
2010-12-01,82.7
2010-12-02,84.5
2010-12-03,84.89
2010-12-06,84.95
2010-12-07,86.3
2010-12-08,86.14
2010-12-09,86.65
2010-12-10,87.03
2010-12-13,88.37
2010-12-14,88.38
2010-12-15,88.01
2010-12-16,89.06
2010-12-17,88.49
2010-12-20,88.8
2010-12-21,89.23
2010-12-22,89.92
2010-12-23,90.68
2010-12-27,90.12
2010-12-28,91.19
2010-12-29,91.37
2010-12-30,91.6
2010-12-31,91.25
2011-01-03,91.94
2011-01-04,91.6
2011-01-05,91.44
2011-01-06,90.69
2011-01-07,91.19
2011-01-10,90.41
2011-01-11,91.83
2011-01-12,92.45
2011-01-13,92.18
2011-01-14,92.83
2011-01-18,93.35
2011-01-19,92.97
2011-01-20,92.71
2011-01-21,93.78
2011-01-24,94.1
2011-01-25,94.08
2011-01-26,94.64
2011-01-27,94.75
2011-01-28,93.37
2011-01-31,94.93
2011-02-01,96.22
2011-02-02,96.48
2011-02-03,97.31
2011-02-04,97.11
2011-02-07,97.66
2011-02-08,97.74
2011-02-09,96.24
2011-02-10,96.7
2011-02-11,96.45
2011-02-14,96.95
2011-02-15,96.34
2011-02-16,96.66
2011-02-17,97.17
2011-02-18,98.72
2011-02-22,100.32
2011-02-23,102.27
2011-02-24,102.03
2011-02-25,102.1
2011-02-28,103.75
2011-03-01,102.9
2011-03-02,103.47
2011-03-03,104.19
2011-03-04,103.75
2011-03-07,103.01
2011-03-08,103.77
2011-03-09,102.14
2011-03-10,99.08
2011-03-11,99.93
2011-03-14,100.8
2011-03-15,101.23
2011-03-16,99.51
2011-03-17,102.24
2011-03-18,102.8
2011-03-21,105.19
2011-03-22,105.23
2011-03-23,105.48
2011-03-24,105.38
2011-03-25,106.78
2011-03-28,106.04
2011-03-29,107.37
2011-03-30,108.01
2011-03-31,107.49
2011-04-01,108.32
2011-04-04,108.23
2011-04-05,109.33
2011-04-06,108.66
2011-04-07,108.94
2011-04-08,109.66
2011-04-11,107.78
2011-04-12,104.18
2011-04-13,103.81
2011-04-14,104.88
2011-04-15,106.24
2011-04-18,104.5
2011-04-19,105.4
2011-04-20,107.81
2011-04-21,108.13
2011-04-25,107.42
2011-04-26,108.75
2011-04-27,108.97
2011-04-28,108.81
2011-04-29,109.44
2011-05-02,108.18
2011-05-03,106.17
2011-05-04,104.68
2011-05-05,102.62
2011-05-06,102.88
2011-05-09,104.09
2011-05-10,104.36
2011-05-11,102.26
2011-05-12,102.76
2011-05-13,102.39
2011-05-16,101.65
2011-05-17,100.41
2011-05-18,102.86
2011-05-19,103.87
2011-05-20,102.57
2011-05-23,101.37
2011-05-24,102.27
2011-05-25,103.25
2011-05-26,103.36
2011-05-27,103.21
2011-05-31,104.91
2011-06-01,102.49
2011-06-02,101.12
2011-06-03,101.0
2011-06-06,99.68
2011-06-07,99.47
2011-06-08,99.95
2011-06-09,101.23
2011-06-10,99.67
2011-06-13,98.93
2011-06-14,100.6
2011-06-15,98.41
2011-06-16,99.43
2011-06-17,99.17
2011-06-20,99.91
2011-06-21,101.59
2011-06-22,101.07
2011-06-23,99.36
2011-06-24,97.9
2011-06-27,98.9
2011-06-28,100.35
2011-06-29,101.28
2011-06-30,102.84
2011-07-01,104.09
2011-07-05,105.12
2011-07-06,105.08
2011-07-07,106.59
2011-07-08,105.89
2011-07-11,104.41
2011-07-12,104.39
2011-07-13,105.09
2011-07-14,104.67
2011-07-15,106.19
2011-07-18,106.23
2011-07-19,107.48
2011-07-20,107.1
2011-07-21,109.43
2011-07-22,108.97
2011-07-25,108.1
2011-07-26,107.57
2011-07-27,105.63
2011-07-28,105.03
2011-07-29,104.02
2011-08-01,105.38
2011-08-02,103.45
2011-08-03,102.76
2011-08-04,96.84
2011-08-05,97.61
2011-08-08,90.25
2011-08-09,93.4
2011-08-10,90.57
2011-08-11,94.07
2011-08-12,95.86
2011-08-15,99.1
2011-08-16,98.14
2011-08-17,97.68
2011-08-18,93.24
2011-08-19,93.29
2011-08-22,93.3
2011-08-23,97.33
2011-08-24,97.59
2011-08-25,95.96
2011-08-26,96.85
2011-08-29,98.74
2011-08-30,98.4
2011-08-31,98.84
2011-09-01,98.52
2011-09-02,96.41
2011-09-06,95.61
2011-09-07,99.29
2011-09-08,98.41
2011-09-09,95.19
2011-09-12,95.91
2011-09-13,95.93
2011-09-14,97.31
2011-09-15,99.26
2011-09-16,99.63
2011-09-19,98.71
2011-09-20,97.79
2011-09-21,94.27
2011-09-22,90.17
2011-09-23,90.01
2011-09-26,91.49
2011-09-27,93.54
2011-09-28,91.74
2011-09-29,94.39
2011-09-30,92.59
2011-10-03,89.88
2011-10-04,91.48
2011-10-05,94.66
2011-10-06,94.61
2011-10-07,94.4
2011-10-10,98.2
2011-10-11,97.6
2011-10-12,97.78
2011-10-13,97.79
2011-10-14,100.47
2011-10-17,98.61
2011-10-18,102.95
2011-10-19,102.24
2011-10-20,103.39
2011-10-21,105.53
2011-10-24,106.27
2011-10-25,104.5
2011-10-26,106.77
2011-10-27,108.97
2011-10-28,109.64
2011-10-31,105.05
2011-11-01,102.08
2011-11-02,104.54
2011-11-03,106.13
2011-11-04,106.43
2011-11-07,107.72
2011-11-08,108.86
2011-11-09,104.28
2011-11-10,105.5
2011-11-11,107.05
2011-11-14,106.17
2011-11-15,103.27
2011-11-16,101.05
2011-11-17,100.08
2011-11-18,97.88
2011-11-21,95.66
2011-11-22,96.42
2011-11-23,93.75
2011-11-25,92.29
2011-11-28,95.77
2011-11-29,97.39
2011-11-30,102.82
2011-12-01,101.83
2011-12-02,101.69
2011-12-05,102.82
2011-12-06,104.36
2011-12-07,104.52
2011-12-08,102.25
2011-12-09,104.25
2011-12-12,103.07
2011-12-13,103.62
2011-12-14,100.53
2011-12-15,99.67
2011-12-16,100.86
2011-12-19,99.72
2011-12-20,103.67
2011-12-21,105.43
2011-12-22,106.31
2011-12-23,107.5
2011-12-27,107.98
2011-12-28,105.96
2011-12-29,107.47
2011-12-30,106.4
2012-01-03,110.37
2012-01-04,110.18
2012-01-05,109.1
2012-01-06,108.31
2012-01-09,109.49
2012-01-10,109.06
2012-01-11,107.77
2012-01-12,104.97
2012-01-13,106.09
2012-01-17,106.72
2012-01-18,106.83
