Date,Close
2007-10-25,40.77
2007-10-26,41.69
2007-10-29,41.32
2007-10-30,42.55
2007-10-31,43.99
2007-11-01,41.61
2007-11-02,41.53
2007-11-05,41.5
2007-11-06,43.18
2007-11-07,41.16
2007-11-08,40.19
2007-11-09,39.66
2007-11-12,38.5
2007-11-13,39.83
2007-11-14,39.39
2007-11-15,39.66
2007-11-16,39.4
2007-11-19,38.9
2007-11-20,38.35
2007-11-21,37.0
2007-11-23,37.75
2007-11-26,35.7
2007-11-27,36.17
2007-11-28,38.14
2007-11-29,37.6
2007-11-30,38.16
2007-12-03,37.76
2007-12-04,36.39
2007-12-05,37.71
2007-12-06,38.25
2007-12-07,39.0
2007-12-10,40.5
2007-12-11,40.0
2007-12-12,40.74
2007-12-13,38.98
2007-12-14,37.99
2007-12-17,36.5
2007-12-18,37.44
2007-12-19,38.04
2007-12-20,38.1
2007-12-21,38.3
2007-12-24,40.09
2007-12-26,40.31
2007-12-27,39.0
2007-12-28,38.14
2007-12-31,38.37
2008-01-02,38.5
2008-01-03,37.24
2008-01-04,35.18
2008-01-07,35.07
2008-01-08,33.84
2008-01-09,34.83
2008-01-10,34.93
2008-01-11,34.67
2008-01-14,35.57
2008-01-15,34.17
2008-01-16,34.84
2008-01-17,34.02
2008-01-18,32.96
2008-01-22,34.42
2008-01-23,36.78
2008-01-24,36.95
2008-01-25,36.83
2008-01-28,38.19
2008-01-29,37.64
2008-01-30,36.89
2008-01-31,35.76
2008-02-01,36.5
2008-02-04,37.0
2008-02-05,35.94
2008-02-06,35.41
2008-02-07,36.09
2008-02-08,34.92
2008-02-11,34.37
2008-02-12,34.8
2008-02-13,35.27
2008-02-14,35.24
2008-02-15,35.3
2008-02-19,35.37
2008-02-20,36.22
2008-02-21,35.95
2008-02-22,36.0
2008-02-25,37.44
2008-02-26,37.49
2008-02-27,36.15
2008-02-28,36.98
2008-02-29,35.9
2008-03-03,36.62
2008-03-04,34.5
2008-03-05,34.46
2008-03-06,33.29
2008-03-07,33.5
2008-03-10,32.07
2008-03-11,34.71
2008-03-12,34.1
2008-03-13,33.74
2008-03-14,32.59
2008-03-17,32.44
2008-03-18,34.28
2008-03-19,34.4
2008-03-20,35.66
2008-03-24,37.25
2008-03-25,37.43
2008-03-26,36.27
2008-03-27,36.09
2008-03-28,35.31
2008-03-31,35.5
2008-04-01,37.09
2008-04-02,37.24
2008-04-03,37.69
2008-04-04,37.62
2008-04-07,37.15
2008-04-08,36.9
2008-04-09,36.24
2008-04-10,36.98
2008-04-11,36.52
2008-04-14,36.51
2008-04-15,36.77
2008-04-16,38.79
2008-04-17,38.88
2008-04-18,39.62
2008-04-21,39.66
2008-04-22,39.21
2008-04-23,40.56
2008-04-24,41.25
2008-04-25,41.21
2008-04-28,39.66
2008-04-29,39.5
2008-04-30,38.75
2008-05-01,39.2
2008-05-02,38.77
2008-05-05,38.07
2008-05-06,38.41
2008-05-07,37.65
2008-05-08,39.64
2008-05-09,39.45
2008-05-12,40.6
2008-05-13,40.92
2008-05-14,41.74
2008-05-15,42.08
2008-05-16,42.2
2008-05-19,42.47
2008-05-20,41.93
2008-05-21,41.11
2008-05-22,40.39
2008-05-23,41.09
2008-05-27,41.22
2008-05-28,42.4
2008-05-29,42.84
2008-05-30,42.3
2008-06-02,41.06
2008-06-03,41.58
2008-06-04,41.8
2008-06-05,42.87
2008-06-06,41.25
2008-06-09,41.05
2008-06-10,41.96
2008-06-11,40.62
2008-06-12,41.02
2008-06-13,41.74
2008-06-16,42.86
2008-06-17,41.85
2008-06-18,42.02
2008-06-19,43.23
2008-06-20,41.29
2008-06-23,40.92
2008-06-24,39.86
2008-06-25,40.11
2008-06-26,39.16
2008-06-27,40.61
2008-06-30,40.91
2008-07-01,41.76
2008-07-02,41.08
2008-07-03,40.91
2008-07-07,38.97
2008-07-08,42.17
2008-07-09,38.73
2008-07-10,38.71
2008-07-11,39.43
2008-07-14,38.65
2008-07-15,38.81
2008-07-16,39.66
2008-07-17,40.4
2008-07-18,40.09
2008-07-21,40.8
2008-07-22,41.9
2008-07-23,42.16
2008-07-24,40.12
2008-07-25,40.6
2008-07-28,39.76
2008-07-29,42.72
2008-07-30,42.98
2008-07-31,42.91
2008-08-01,42.94
2008-08-04,42.59
2008-08-05,43.92
2008-08-06,44.23
2008-08-07,43.94
2008-08-08,45.82
2008-08-11,46.66
2008-08-12,46.42
2008-08-13,45.6
2008-08-14,45.92
2008-08-15,45.76
2008-08-18,45.36
2008-08-19,45.1
2008-08-20,44.4
2008-08-21,43.37
2008-08-22,44.66
2008-08-25,43.5
2008-08-26,43.62
2008-08-27,44.69
2008-08-28,45.65
2008-08-29,45.87
2008-09-02,45.82
2008-09-03,46.92
2008-09-04,44.97
2008-09-05,45.12
2008-09-08,46.12
2008-09-09,44.34
2008-09-10,44.48
2008-09-11,45.42
2008-09-12,46.17
2008-09-15,42.82
2008-09-16,45.11
2008-09-17,43.03
2008-09-18,48.0
2008-09-19,49.28
2008-09-22,44.11
2008-09-23,44.38
2008-09-24,43.92
2008-09-25,45.56
2008-09-26,46.87
2008-09-29,44.4
2008-09-30,47.25
2008-10-01,46.0
2008-10-02,42.69
2008-10-03,40.58
2008-10-06,39.25
2008-10-07,37.06
2008-10-08,38.5
2008-10-09,37.0
2008-10-10,44.5
2008-10-13,41.35
2008-10-14,39.95
2008-10-15,33.39
2008-10-16,34.48
2008-10-17,35.18
2008-10-20,34.95
2008-10-21,34.31
2008-10-22,32.76
2008-10-23,30.55
2008-10-24,28.84
2008-10-27,27.33
2008-10-28,29.23
2008-10-29,30.03
2008-10-30,32.91
2008-10-31,33.48
2008-11-03,32.12
2008-11-04,34.05
2008-11-05,32.56
2008-11-06,30.58
2008-11-07,33.03
2008-11-10,29.63
2008-11-11,29.69
2008-11-12,29.47
2008-11-13,32.65
2008-11-14,28.99
2008-11-17,27.48
2008-11-18,27.49
2008-11-19,23.76
2008-11-20,21.29
2008-11-21,21.3
2008-11-24,25.37
2008-11-25,27.41
2008-11-26,28.02
2008-11-28,27.36
2008-12-01,23.48
2008-12-02,26.28
2008-12-03,28.24
2008-12-04,26.79
2008-12-05,30.07
2008-12-08,30.11
2008-12-09,28.0
2008-12-10,29.45
2008-12-11,26.16
2008-12-12,28.25
2008-12-15,28.12
2008-12-16,31.47
2008-12-17,31.6
2008-12-18,31.39
2008-12-19,32.57
2008-12-22,30.3
2008-12-23,30.47
2008-12-24,30.54
2008-12-26,30.68
2008-12-29,29.64
2008-12-30,31.7
2008-12-31,32.85
2009-01-02,31.38
2009-01-05,30.4
2009-01-06,31.95
2009-01-07,31.61
2009-01-08,31.89
2009-01-09,31.29
2009-01-12,29.66
2009-01-13,30.97
2009-01-14,30.11
2009-01-15,29.91
2009-01-16,32.36
2009-01-20,28.79
2009-01-21,31.46
2009-01-22,30.34
2009-01-23,31.45
2009-01-26,32.36
2009-01-27,32.55
2009-01-28,35.1
2009-01-29,33.62
2009-01-30,31.9
2009-02-02,33.01
2009-02-03,33.78
2009-02-04,33.16
2009-02-05,33.07
2009-02-06,35.07
2009-02-09,35.39
2009-02-10,32.87
2009-02-11,33.24
2009-02-12,32.61
2009-02-13,30.95
2009-02-17,28.49
2009-02-18,28.55
2009-02-19,26.9
2009-02-20,29.95
2009-02-23,27.44
2009-02-24,29.02
2009-02-25,28.93
2009-02-26,28.72
2009-02-27,29.89
2009-03-02,26.96
2009-03-03,27.9
2009-03-04,27.97
2009-03-05,26.63
2009-03-06,26.33
2009-03-09,27.68
2009-03-10,31.24
2009-03-11,31.44
2009-03-12,32.61
2009-03-13,32.47
2009-03-16,29.62
2009-03-17,31.62
2009-03-18,32.92
2009-03-19,32.34
2009-03-20,30.17
2009-03-23,34.6
2009-03-24,31.63
2009-03-25,32.62
2009-03-26,33.86
2009-03-27,33.18
2009-03-30,31.74
2009-03-31,33.18
2009-04-01,33.24
2009-04-02,35.36
2009-04-03,38.6
2009-04-06,37.0
2009-04-07,33.85
2009-04-08,34.65
2009-04-09,38.82
2009-04-13,39.3
2009-04-14,35.83
2009-04-15,36.88
2009-04-16,36.8
2009-04-17,36.48
2009-04-20,34.06
2009-04-21,35.91
2009-04-22,35.08
2009-04-23,37.29
2009-04-24,38.39
2009-04-27,37.24
2009-04-28,36.6
2009-04-29,37.41
2009-04-30,36.01
2009-05-01,34.92
2009-05-04,37.68
2009-05-05,37.85
2009-05-06,38.38
2009-05-07,35.36
2009-05-08,36.4
2009-05-11,34.55
2009-05-12,35.89
2009-05-13,34.17
2009-05-14,34.9
2009-05-15,33.73
2009-05-18,36.74
2009-05-19,35.16
2009-05-20,35.26
2009-05-21,35.1
2009-05-22,34.41
2009-05-26,36.37
2009-05-27,34.36
2009-05-28,34.69
2009-05-29,35.77
2009-06-01,37.29
2009-06-02,36.97
2009-06-03,36.35
2009-06-04,37.62
2009-06-05,36.89
2009-06-08,36.62
2009-06-09,37.0
2009-06-10,36.57
2009-06-11,35.59
2009-06-12,36.91
2009-06-15,35.18
2009-06-16,34.69
2009-06-17,33.37
2009-06-18,33.7
2009-06-19,34.68
2009-06-22,32.89
2009-06-23,33.12
2009-06-24,33.77
2009-06-25,34.46
2009-06-26,34.05
2009-06-29,34.72
2009-06-30,35.85
2009-07-01,36.05
2009-07-02,35.19
2009-07-06,36.36
2009-07-07,35.11
2009-07-08,35.34
2009-07-09,34.87
2009-07-10,34.65
2009-07-13,36.11
2009-07-14,36.99
2009-07-15,37.97
2009-07-16,38.05
2009-07-17,37.17
2009-07-20,38.17
2009-07-21,38.19
2009-07-22,38.56
2009-07-23,39.3
2009-07-24,39.98
2009-07-27,39.11
2009-07-28,39.8
2009-07-29,39.11
2009-07-30,39.76
2009-07-31,40.55
2009-08-03,41.35
2009-08-04,42.29
2009-08-05,44.17
2009-08-06,43.99
2009-08-07,45.99
2009-08-10,44.84
2009-08-11,44.37
2009-08-12,44.64
2009-08-13,44.84
2009-08-14,43.5
2009-08-17,42.28
2009-08-18,41.61
2009-08-19,40.77
2009-08-20,42.41
2009-08-21,43.67
2009-08-24,43.32
2009-08-25,43.02
2009-08-26,43.06
2009-08-27,43.67
2009-08-28,44.12
2009-08-31,43.58
2009-09-01,41.57
2009-09-02,40.85
2009-09-03,42.53
2009-09-04,42.46
2009-09-08,44.19
2009-09-09,44.3
2009-09-10,44.6
2009-09-11,43.8
2009-09-14,45.04
2009-09-15,45.82
2009-09-16,46.74
2009-09-17,45.33
2009-09-18,44.8
2009-09-21,44.61
2009-09-22,45.66
2009-09-23,45.5
2009-09-24,44.34
2009-09-25,43.48
2009-09-28,45.21
2009-09-29,45.5
2009-09-30,45.71
2009-10-01,44.43
2009-10-02,43.55
2009-10-05,44.05
2009-10-06,45.19
2009-10-07,45.1
2009-10-08,45.81
2009-10-09,45.73
2009-10-12,46.17
2009-10-13,45.11
2009-10-14,46.27
2009-10-15,45.91
2009-10-16,45.12
2009-10-19,45.79
2009-10-20,44.96
2009-10-21,44.82
2009-10-22,46.39
2009-10-23,45.54
2009-10-26,45.76
2009-10-27,45.42
2009-10-28,44.57
2009-10-29,45.79
2009-10-30,45.13
2009-11-02,44.55
2009-11-03,45.35
2009-11-04,44.82
2009-11-05,45.26
2009-11-06,44.79
2009-11-09,46.93
2009-11-10,46.35
2009-11-11,47.51
2009-11-12,46.66
2009-11-13,47.82
2009-11-16,48.79
2009-11-17,47.43
2009-11-18,48.19
2009-11-19,47.87
2009-11-20,47.29
2009-11-23,47.17
2009-11-24,46.95
2009-11-25,47.06
2009-11-27,46.52
2009-11-30,48.66
2009-12-01,48.72
2009-12-02,48.77
2009-12-03,48.01
2009-12-04,49.89
2009-12-07,48.34
2009-12-08,48.25
2009-12-09,47.99
2009-12-10,48.13
2009-12-11,48.2
2009-12-14,48.41
2009-12-15,48.16
2009-12-16,49.08
2009-12-17,48.6
2009-12-18,48.24
2009-12-21,48.3
2009-12-22,48.9
2009-12-23,49.09
2009-12-24,49.35
2009-12-28,49.83
2009-12-29,49.24
2009-12-30,49.8
2009-12-31,50.28
2010-01-04,50.15
2010-01-05,50.48
2010-01-06,49.8
2010-01-07,50.24
2010-01-08,50.8
2010-01-11,50.55
2010-01-12,49.96
2010-01-13,50.2
2010-01-14,50.5
2010-01-15,50.0
2010-01-19,51.05
2010-01-20,50.45
2010-01-21,50.47
2010-01-22,49.1
2010-01-25,48.79
2010-01-26,48.5
2010-01-27,48.63
2010-01-28,47.98
2010-01-29,48.0
2010-02-01,48.3
2010-02-02,49.57
2010-02-03,49.3
2010-02-04,47.89
2010-02-05,48.85
2010-02-08,47.02
2010-02-09,46.76
2010-02-10,46.69
2010-02-11,47.2
2010-02-12,47.66
2010-02-16,48.43
2010-02-17,48.85
2010-02-18,49.84
2010-02-19,50.07
2010-02-22,50.78
2010-02-23,50.64
2010-02-24,51.12
2010-02-25,51.24
2010-02-26,51.58
2010-03-01,52.42
2010-03-02,52.82
2010-03-03,52.67
2010-03-04,52.99
2010-03-05,54.28
2010-03-08,54.98
2010-03-09,55.03
2010-03-10,54.4
2010-03-11,55.33
2010-03-12,55.53
2010-03-15,55.48
2010-03-16,55.94
2010-03-17,55.96
2010-03-18,55.93
2010-03-19,56.0
2010-03-22,56.46
2010-03-23,55.37
2010-03-24,55.53
2010-03-25,55.44
2010-03-26,54.51
2010-03-29,54.95
2010-03-30,54.45
2010-03-31,54.2
2010-04-01,54.41
2010-04-05,55.7
2010-04-06,56.27
2010-04-07,55.18
2010-04-08,55.4
2010-04-09,56.57
2010-04-12,56.32
2010-04-13,58.0
2010-04-14,56.84
2010-04-15,55.65
2010-04-16,54.93
2010-04-19,54.72
2010-04-20,56.26
2010-04-21,56.84
2010-04-22,58.43
2010-04-23,59.34
2010-04-26,60.15
2010-04-27,58.58
2010-04-28,58.27
2010-04-29,60.21
2010-04-30,58.7
2010-05-03,59.91
2010-05-04,58.74
2010-05-05,58.24
2010-05-06,56.52
2010-05-07,55.58
2010-05-10,60.0
2010-05-11,59.94
2010-05-12,59.85
2010-05-13,59.08
2010-05-14,57.46
2010-05-17,57.39
2010-05-18,55.93
2010-05-19,55.31
2010-05-20,52.92
2010-05-21,54.5
2010-05-24,53.97
2010-05-25,54.69
2010-05-26,55.74
2010-05-27,57.9
2010-05-28,56.91
2010-06-01,56.32
2010-06-02,58.91
2010-06-03,60.2
2010-06-04,58.32
2010-06-07,58.42
2010-06-08,59.91
2010-06-09,60.63
2010-06-10,62.2
2010-06-11,62.56
2010-06-14,62.18
2010-06-15,62.84
2010-06-16,62.33
2010-06-17,62.16
2010-06-18,62.64
2010-06-21,61.94
2010-06-22,58.98
2010-06-23,59.59
2010-06-24,58.66
2010-06-25,59.19
2010-06-28,58.51
2010-06-29,57.27
2010-06-30,57.68
2010-07-01,57.89
2010-07-02,56.96
2010-07-06,56.91
2010-07-07,59.35
2010-07-08,60.08
2010-07-09,60.53
2010-07-12,61.48
2010-07-13,62.75
2010-07-14,62.66
2010-07-15,62.66
2010-07-16,60.82
2010-07-19,60.98
2010-07-20,61.71
2010-07-21,60.36
2010-07-22,62.57
2010-07-23,60.82
2010-07-26,62.15
2010-07-27,62.16
2010-07-28,61.83
2010-07-29,62.0
2010-07-30,63.22
2010-08-02,63.94
2010-08-03,62.85
2010-08-04,62.18
2010-08-05,60.67
2010-08-06,60.68
2010-08-09,61.2
2010-08-10,60.06
2010-08-11,58.93
2010-08-12,59.22
2010-08-13,59.64
2010-08-16,59.56
2010-08-17,60.2
2010-08-18,59.69
2010-08-19,58.65
2010-08-20,58.19
2010-08-23,58.01
2010-08-24,58.0
2010-08-25,58.72
2010-08-26,58.07
2010-08-27,59.19
2010-08-30,58.17
2010-08-31,59.27
2010-09-01,60.46
2010-09-02,62.46
2010-09-03,62.49
2010-09-07,62.43
2010-09-08,62.55
2010-09-09,61.8
2010-09-10,61.93
2010-09-13,62.54
2010-09-14,62.05
2010-09-15,61.88
2010-09-16,61.95
2010-09-17,62.24
2010-09-20,63.26
2010-09-21,61.87
2010-09-22,60.77
2010-09-23,59.85
2010-09-24,60.6
2010-09-27,61.22
2010-09-28,61.85
2010-09-29,61.75
2010-09-30,61.7
2010-10-01,60.94
2010-10-04,60.98
2010-10-05,62.27
2010-10-06,59.46
2010-10-07,60.03
2010-10-08,60.02
2010-10-11,59.44
2010-10-12,59.95
2010-10-13,60.62
2010-10-14,60.56
2010-10-15,59.31
2010-10-18,59.61
2010-10-19,58.77
2010-10-20,59.44
2010-10-21,59.35
2010-10-22,59.44
2010-10-25,59.39
2010-10-26,58.85
2010-10-27,59.06
2010-10-28,59.69
2010-10-29,59.73
2010-11-01,59.67
2010-11-02,60.01
2010-11-03,59.34
2010-11-04,56.56
2010-11-05,56.74
2010-11-08,54.97
2010-11-09,53.22
2010-11-10,54.49
2010-11-11,54.2
2010-11-12,54.13
2010-11-15,53.86
2010-11-16,52.94
2010-11-17,52.54
2010-11-18,51.0
2010-11-19,51.09
2010-11-22,51.04
2010-11-23,51.08
2010-11-24,52.28
2010-11-26,51.84
2010-11-29,52.92
2010-11-30,52.52
2010-12-01,53.23
2010-12-02,53.79
2010-12-03,54.36
2010-12-06,53.89
2010-12-07,54.71
2010-12-08,53.92
2010-12-09,52.88
2010-12-10,53.7
2010-12-13,52.95
2010-12-14,51.45
2010-12-15,51.47
2010-12-16,51.74
2010-12-17,48.32
2010-12-20,48.52
2010-12-21,48.94
2010-12-22,49.54
2010-12-23,49.77
2010-12-27,49.89
2010-12-28,50.46
2010-12-29,50.76
2010-12-30,51.47
2010-12-31,51.54
2011-01-03,52.11
2011-01-04,50.98
2011-01-05,51.22
2011-01-06,51.92
2011-01-07,52.01
2011-01-10,52.44
2011-01-11,52.32
2011-01-12,52.9
2011-01-13,53.7
2011-01-14,53.79
2011-01-18,53.88
2011-01-19,52.8
2011-01-20,51.61
2011-01-21,51.76
2011-01-24,52.37
2011-01-25,54.06
2011-01-26,53.21
2011-01-27,53.8
2011-01-28,53.76
2011-01-31,54.4
2011-02-01,54.41
2011-02-02,54.93
2011-02-03,55.05
2011-02-04,54.43
2011-02-07,54.96
2011-02-08,54.49
2011-02-09,54.86
2011-02-10,55.32
2011-02-11,57.15
2011-02-14,56.95
2011-02-15,55.78
2011-02-16,55.8
2011-02-17,56.02
2011-02-18,57.52
2011-02-22,56.89
2011-02-23,56.09
2011-02-24,56.23
2011-02-25,57.98
2011-02-28,58.82
2011-03-01,58.38
2011-03-02,57.32
2011-03-03,58.08
2011-03-04,57.03
2011-03-07,57.09
2011-03-08,57.21
2011-03-09,56.85
2011-03-10,56.32
2011-03-11,56.06
2011-03-14,55.61
2011-03-15,55.81
2011-03-16,56.26
2011-03-17,55.49
2011-03-18,55.45
2011-03-21,55.86
2011-03-22,55.55
2011-03-23,54.92
2011-03-24,55.44
2011-03-25,56.03
2011-03-28,56.07
2011-03-29,56.33
2011-03-30,57.54
2011-03-31,58.14
2011-04-01,58.15
2011-04-04,58.58
2011-04-05,58.91
2011-04-06,58.12
2011-04-07,57.72
2011-04-08,56.66
2011-04-11,56.74
2011-04-12,57.01
2011-04-13,56.78
2011-04-14,58.0
2011-04-15,58.16
2011-04-18,57.79
2011-04-19,58.54
2011-04-20,58.78
2011-04-21,58.7
2011-04-25,58.63
2011-04-26,59.14
2011-04-27,58.53
2011-04-28,60.36
2011-04-29,60.34
2011-05-02,60.85
2011-05-03,60.35
2011-05-04,60.3
2011-05-05,60.51
2011-05-06,59.97
2011-05-09,60.55
2011-05-10,61.3
2011-05-11,60.23
2011-05-12,60.54
2011-05-13,59.86
2011-05-16,60.3
2011-05-17,60.7
2011-05-18,61.58
2011-05-19,61.86
2011-05-20,61.0
2011-05-23,60.61
2011-05-24,61.34
2011-05-25,61.31
2011-05-26,61.41
2011-05-27,61.86
2011-05-31,62.37
2011-06-01,61.28
2011-06-02,61.5
2011-06-03,61.79
2011-06-06,61.97
2011-06-07,63.24
2011-06-08,63.53
2011-06-09,63.97
2011-06-10,62.57
2011-06-13,61.78
2011-06-14,62.1
2011-06-15,60.52
2011-06-16,60.44
2011-06-17,60.49
2011-06-20,61.83
2011-06-21,62.56
2011-06-22,62.73
2011-06-23,60.89
2011-06-24,60.64
2011-06-27,60.8
2011-06-28,61.3
2011-06-29,62.02
2011-06-30,61.78
2011-07-01,62.31
2011-07-05,62.79
2011-07-06,63.69
2011-07-07,63.6
2011-07-08,63.0
2011-07-11,62.59
2011-07-12,62.67
2011-07-13,61.37
2011-07-14,61.63
2011-07-15,61.89
2011-07-18,62.34
2011-07-19,63.22
2011-07-20,63.11
2011-07-21,62.77
2011-07-22,63.49
2011-07-25,62.89
2011-07-26,63.17
2011-07-27,61.3
2011-07-28,61.2
2011-07-29,61.21
2011-08-01,60.58
2011-08-02,59.22
2011-08-03,58.31
2011-08-04,56.41
2011-08-05,54.42
2011-08-08,50.63
2011-08-09,55.52
2011-08-10,54.19
2011-08-11,56.78
2011-08-12,56.34
2011-08-15,58.8
2011-08-16,58.16
2011-08-17,57.59
2011-08-18,55.41
2011-08-19,54.18
2011-08-22,54.48
2011-08-23,56.95
2011-08-24,57.56
2011-08-25,56.61
2011-08-26,57.4
2011-08-29,59.01
2011-08-30,59.91
2011-08-31,59.75
2011-09-01,59.22
2011-09-02,57.85
2011-09-06,57.32
2011-09-07,59.68
2011-09-08,59.42
2011-09-09,57.2
2011-09-12,56.96
2011-09-13,56.71
2011-09-14,56.71
2011-09-15,56.85
2011-09-16,57.2
2011-09-19,55.85
2011-09-20,55.63
2011-09-21,53.58
2011-09-22,52.7
2011-09-23,53.48
2011-09-26,55.21
2011-09-27,55.5
2011-09-28,54.11
2011-09-29,55.2
2011-09-30,55.16
2011-10-03,53.57
2011-10-04,55.64
2011-10-05,55.14
2011-10-06,56.72
2011-10-07,55.02
2011-10-10,58.32
2011-10-11,55.53
2011-10-12,56.68
2011-10-13,56.09
2011-10-14,57.14
2011-10-17,56.44
2011-10-18,58.92
2011-10-19,58.81
2011-10-20,59.42
2011-10-21,60.78
2011-10-24,63.44
2011-10-25,61.8
2011-10-26,60.8
2011-10-27,63.03
2011-10-28,62.47
2011-10-31,62.33
2011-11-01,61.52
2011-11-02,62.46
2011-11-03,62.65
2011-11-04,63.61
2011-11-07,63.85
2011-11-08,64.55
2011-11-09,62.33
2011-11-10,62.79
2011-11-11,64.21
2011-11-14,62.78
2011-11-15,64.0
2011-11-16,64.18
2011-11-17,64.25
2011-11-18,64.85
2011-11-21,63.03
2011-11-22,63.07
2011-11-23,61.44
2011-11-25,62.22
2011-11-28,63.34
2011-11-29,63.14
2011-11-30,63.5
2011-12-01,62.8
2011-12-02,63.24
2011-12-05,64.73
2011-12-06,64.92
2011-12-07,65.48
2011-12-08,64.35
2011-12-09,64.87
2011-12-12,64.37
2011-12-13,63.57
2011-12-14,63.62
2011-12-15,64.22
2011-12-16,65.57
2011-12-19,65.46
2011-12-20,67.11
2011-12-21,65.96
2011-12-22,66.13
2011-12-23,66.39
2011-12-27,67.12
2011-12-28,67.0
2011-12-29,67.14
2011-12-30,66.67
2012-01-03,66.35
2012-01-04,65.53
2012-01-05,66.09
2012-01-06,66.72
2012-01-09,66.66
2012-01-10,66.9
2012-01-11,67.16
2012-01-12,66.81
2012-01-13,66.53
2012-01-17,67.0
2012-01-18,67.32
