Date,Close
2007-08-16,24.99
2007-08-17,25.8
2007-08-20,25.54
2007-08-21,26.12
2007-08-22,26.26
2007-08-23,25.79
2007-08-24,23.42
2007-08-27,23.92
2007-08-28,22.72
2007-08-29,22.55
2007-08-30,22.71
2007-08-31,22.73
2007-09-04,23.46
2007-09-05,24.01
2007-09-06,24.52
2007-09-07,23.84
2007-09-10,24.0
2007-09-11,24.24
2007-09-12,24.69
2007-09-13,24.54
2007-09-14,23.9
2007-09-17,23.6
2007-09-18,24.11
2007-09-19,24.26
2007-09-20,24.48
2007-09-21,25.56
2007-09-24,25.59
2007-09-25,25.27
2007-09-26,25.98
2007-09-27,25.88
2007-09-28,25.33
2007-10-01,27.06
2007-10-02,26.74
2007-10-03,27.11
2007-10-04,27.74
2007-10-05,28.46
2007-10-08,28.49
2007-10-09,27.84
2007-10-10,28.21
2007-10-11,27.04
2007-10-12,27.62
2007-10-15,26.77
2007-10-16,27.16
2007-10-17,28.14
2007-10-18,28.09
2007-10-19,27.05
2007-10-22,27.58
2007-10-23,28.48
2007-10-24,28.7
2007-10-25,19.07
2007-10-26,18.85
2007-10-29,20.15
2007-10-30,19.91
2007-10-31,20.7
2007-11-01,19.87
2007-11-02,19.51
2007-11-05,19.09
2007-11-06,19.34
2007-11-07,18.71
2007-11-08,17.04
2007-11-09,17.63
2007-11-12,17.11
2007-11-13,17.3
2007-11-14,17.46
2007-11-15,16.17
2007-11-16,15.87
2007-11-19,15.53
2007-11-20,15.9
2007-11-21,14.69
2007-11-23,14.8
2007-11-26,15.26
2007-11-27,15.64
2007-11-28,16.33
2007-11-29,16.19
2007-11-30,16.89
2007-12-03,16.34
2007-12-04,16.52
2007-12-05,16.84
2007-12-06,17.55
2007-12-07,18.62
2007-12-10,18.83
2007-12-11,18.12
2007-12-12,18.34
2007-12-13,18.0
2007-12-14,17.77
2007-12-17,17.34
2007-12-18,17.24
2007-12-19,17.08
2007-12-20,17.75
2007-12-21,17.62
2007-12-24,17.95
2007-12-26,18.15
2007-12-27,17.14
2007-12-28,17.15
2007-12-31,16.68
2008-01-02,16.47
2008-01-03,16.55
2008-01-04,16.5
2008-01-07,16.14
2008-01-08,15.34
2008-01-09,15.93
2008-01-10,15.26
2008-01-11,14.77
2008-01-14,14.7
2008-01-15,13.96
2008-01-16,14.22
2008-01-17,13.5
2008-01-18,13.4
2008-01-22,12.98
2008-01-23,13.48
2008-01-24,13.12
2008-01-25,13.87
2008-01-28,12.99
2008-01-29,14.0
2008-01-30,11.93
2008-01-31,11.78
2008-02-01,12.06
2008-02-04,12.7
2008-02-05,12.71
2008-02-06,13.39
2008-02-07,13.16
2008-02-08,13.01
2008-02-11,13.09
2008-02-12,13.25
2008-02-13,13.19
2008-02-14,12.91
2008-02-15,13.02
2008-02-19,13.2
2008-02-20,13.0
2008-02-21,12.81
2008-02-22,12.82
2008-02-25,12.95
2008-02-26,13.02
2008-02-27,13.41
2008-02-28,12.84
2008-02-29,12.35
2008-03-03,12.04
2008-03-04,11.96
2008-03-05,11.9
2008-03-06,11.59
2008-03-07,11.1
2008-03-10,10.89
2008-03-11,11.22
2008-03-12,11.33
2008-03-13,11.46
2008-03-14,10.92
2008-03-17,10.34
2008-03-18,11.53
2008-03-19,11.18
2008-03-20,11.39
2008-03-24,12.55
2008-03-25,12.06
2008-03-26,11.6
2008-03-27,11.62
2008-03-28,11.19
2008-03-31,11.11
2008-04-01,12.4
2008-04-02,12.22
2008-04-03,11.27
2008-04-04,11.61
2008-04-07,11.44
2008-04-08,11.14
2008-04-09,10.69
2008-04-10,10.33
2008-04-11,9.95
2008-04-14,9.97
2008-04-15,9.97
2008-04-16,10.07
2008-04-17,9.89
2008-04-18,10.03
2008-04-21,10.1
2008-04-22,9.84
2008-04-23,9.99
2008-04-24,9.88
2008-04-25,10.0
2008-04-28,10.4
2008-04-29,10.32
2008-04-30,12.28
2008-05-01,12.2
2008-05-02,12.19
2008-05-05,12.16
2008-05-06,12.26
2008-05-07,12.03
2008-05-08,12.26
2008-05-09,12.44
2008-05-12,12.76
2008-05-13,12.48
2008-05-14,12.5
2008-05-15,12.89
2008-05-16,12.54
2008-05-19,12.93
2008-05-20,12.89
2008-05-21,12.75
2008-05-22,12.98
2008-05-23,12.72
2008-05-27,12.96
2008-05-28,12.76
2008-05-29,13.15
2008-05-30,13.17
2008-06-02,13.06
2008-06-03,13.06
2008-06-04,13.11
2008-06-05,13.19
2008-06-06,12.9
2008-06-09,12.61
2008-06-10,12.1
2008-06-11,11.67
2008-06-12,12.02
2008-06-13,12.3
2008-06-16,12.25
2008-06-17,12.93
2008-06-18,12.37
2008-06-19,12.75
2008-06-20,12.12
2008-06-23,11.69
2008-06-24,11.07
2008-06-25,11.31
2008-06-26,10.91
2008-06-27,10.71
2008-06-30,10.49
2008-07-01,10.84
2008-07-02,11.22
2008-07-03,11.16
2008-07-07,11.13
2008-07-08,11.3
2008-07-09,10.87
2008-07-10,10.23
2008-07-11,10.68
2008-07-14,10.51
2008-07-15,10.79
2008-07-16,11.26
2008-07-17,12.16
2008-07-18,11.45
2008-07-21,11.04
2008-07-22,11.62
2008-07-23,11.7
2008-07-24,11.67
2008-07-25,11.52
2008-07-28,11.26
2008-07-29,11.19
2008-07-30,10.17
2008-07-31,10.01
2008-08-01,10.54
2008-08-04,10.51
2008-08-05,10.95
2008-08-06,11.35
2008-08-07,11.72
2008-08-08,12.31
2008-08-11,12.84
2008-08-12,12.88
2008-08-13,12.82
2008-08-14,12.81
2008-08-15,13.02
2008-08-18,12.82
2008-08-19,12.29
2008-08-20,12.33
2008-08-21,12.41
2008-08-22,12.96
2008-08-25,12.62
2008-08-26,12.64
2008-08-27,12.7
2008-08-28,13.14
2008-08-29,13.04
2008-09-02,13.42
2008-09-03,13.48
2008-09-04,13.14
2008-09-05,12.96
2008-09-08,13.3
2008-09-09,13.31
2008-09-10,13.32
2008-09-11,13.38
2008-09-12,13.19
2008-09-15,12.83
2008-09-16,13.25
2008-09-17,12.45
2008-09-18,12.62
2008-09-19,13.0
2008-09-22,12.2
2008-09-23,11.67
2008-09-24,11.09
2008-09-25,11.13
2008-09-26,11.23
2008-09-29,10.45
2008-09-30,10.83
2008-10-01,10.48
2008-10-02,9.78
2008-10-03,9.11
2008-10-06,8.51
2008-10-07,8.23
2008-10-08,8.39
2008-10-09,7.01
2008-10-10,6.77
2008-10-13,6.93
2008-10-14,6.46
2008-10-15,6.08
2008-10-16,6.46
2008-10-17,6.08
2008-10-20,6.16
2008-10-21,5.78
2008-10-22,5.48
2008-10-23,5.0
2008-10-24,5.62
2008-10-27,5.48
2008-10-28,5.98
2008-10-29,6.76
2008-10-30,6.89
2008-10-31,6.93
2008-11-03,7.0
2008-11-04,7.01
2008-11-05,6.9
2008-11-06,6.85
2008-11-07,6.89
2008-11-10,6.86
2008-11-11,6.75
2008-11-12,6.51
2008-11-13,7.16
2008-11-14,6.87
2008-11-17,6.79
2008-11-18,6.99
2008-11-19,6.12
2008-11-20,6.13
2008-11-21,6.39
2008-11-24,7.01
2008-11-25,7.0
2008-11-26,7.34
2008-11-28,7.0
2008-12-01,6.87
2008-12-02,6.83
2008-12-03,7.42
2008-12-04,7.01
2008-12-05,7.39
2008-12-08,7.62
2008-12-09,7.6
2008-12-10,8.26
2008-12-11,7.67
2008-12-12,7.85
2008-12-15,7.57
2008-12-16,8.18
2008-12-17,8.32
2008-12-18,8.24
2008-12-19,8.47
2008-12-22,8.16
2008-12-23,8.15
2008-12-24,8.24
2008-12-26,8.21
2008-12-29,8.06
2008-12-30,8.27
2008-12-31,8.75
2009-01-02,8.89
2009-01-05,9.25
2009-01-06,9.6
2009-01-07,9.36
2009-01-08,9.01
2009-01-09,8.82
2009-01-12,9.21
2009-01-13,9.21
2009-01-14,9.03
2009-01-15,9.25
2009-01-16,9.25
2009-01-20,8.36
2009-01-21,8.84
2009-01-22,8.73
2009-01-23,8.41
2009-01-26,8.47
2009-01-27,8.15
2009-01-28,7.82
2009-01-29,7.66
2009-01-30,7.88
2009-02-02,8.02
2009-02-03,8.27
2009-02-04,8.19
2009-02-05,8.54
2009-02-06,8.85
2009-02-09,8.61
2009-02-10,8.54
2009-02-11,8.58
2009-02-12,8.61
2009-02-13,8.85
2009-02-17,8.42
2009-02-18,8.03
2009-02-19,7.93
2009-02-20,7.81
2009-02-23,7.82
2009-02-24,8.06
2009-02-25,7.55
2009-02-26,7.22
2009-02-27,6.85
2009-03-02,6.28
2009-03-03,6.78
2009-03-04,7.04
2009-03-05,6.42
2009-03-06,6.41
2009-03-09,6.3
2009-03-10,6.88
2009-03-11,6.71
2009-03-12,7.51
2009-03-13,7.59
2009-03-16,7.29
2009-03-17,7.65
2009-03-18,7.97
2009-03-19,7.54
2009-03-20,6.91
2009-03-23,7.66
2009-03-24,7.55
2009-03-25,7.91
2009-03-26,8.2
2009-03-27,8.19
2009-03-30,7.99
2009-03-31,7.93
2009-04-01,7.85
2009-04-02,8.14
2009-04-03,8.09
2009-04-06,8.09
2009-04-07,7.82
2009-04-08,8.21
2009-04-09,8.68
2009-04-13,8.83
2009-04-14,9.32
2009-04-15,9.68
2009-04-16,9.86
2009-04-17,10.0
2009-04-20,9.7
2009-04-21,9.96
2009-04-22,10.17
2009-04-23,10.34
2009-04-24,12.12
2009-04-27,11.89
2009-04-28,11.83
2009-04-29,12.46
2009-04-30,12.41
2009-05-01,12.06
2009-05-04,12.33
2009-05-05,12.43
2009-05-06,11.93
2009-05-07,12.02
2009-05-08,12.54
2009-05-11,12.26
2009-05-12,11.58
2009-05-13,11.2
2009-05-14,11.54
2009-05-15,11.56
2009-05-18,11.87
2009-05-19,12.06
2009-05-20,11.92
2009-05-21,11.81
2009-05-22,11.97
2009-05-26,12.18
2009-05-27,12.01
2009-05-28,11.7
2009-05-29,11.83
2009-06-01,12.55
2009-06-02,12.71
2009-06-03,12.09
2009-06-04,11.8
2009-06-05,11.08
2009-06-08,10.97
2009-06-09,11.33
2009-06-10,11.27
2009-06-11,11.14
2009-06-12,10.98
2009-06-15,10.46
2009-06-16,9.81
2009-06-17,9.75
2009-06-18,9.83
2009-06-19,9.91
2009-06-22,9.49
2009-06-23,10.24
2009-06-24,10.59
2009-06-25,10.82
2009-06-26,10.81
2009-06-29,10.96
2009-06-30,10.6
2009-07-01,10.79
2009-07-02,10.42
2009-07-06,10.11
2009-07-07,9.68
2009-07-08,9.39
2009-07-09,9.27
2009-07-10,9.35
2009-07-13,9.76
2009-07-14,9.69
2009-07-15,10.0
2009-07-16,10.21
2009-07-17,10.3
2009-07-20,10.43
2009-07-21,9.36
2009-07-22,9.34
2009-07-23,9.46
2009-07-24,11.46
2009-07-27,11.56
2009-07-28,11.04
2009-07-29,11.02
2009-07-30,11.1
2009-07-31,10.91
2009-08-03,11.19
2009-08-04,11.13
2009-08-05,10.4
2009-08-06,9.83
2009-08-07,10.13
2009-08-10,10.41
2009-08-11,9.97
2009-08-12,10.92
2009-08-13,10.38
2009-08-14,10.13
2009-08-17,13.0
2009-08-18,12.61
2009-08-19,13.19
2009-08-20,13.18
2009-08-21,13.31
2009-08-24,13.6
2009-08-25,13.76
2009-08-26,13.78
2009-08-27,13.75
2009-08-28,13.5
2009-08-31,13.4
2009-09-01,12.91
2009-09-02,13.07
2009-09-03,13.05
2009-09-04,13.08
2009-09-08,13.16
2009-09-09,13.34
2009-09-10,13.45
2009-09-11,13.62
2009-09-14,13.72
2009-09-15,13.61
2009-09-16,13.53
2009-09-17,13.51
2009-09-18,13.68
2009-09-21,14.03
2009-09-22,14.0
2009-09-23,14.0
2009-09-24,14.61
2009-09-25,14.57
2009-09-28,14.63
2009-09-29,14.35
2009-09-30,14.22
2009-10-01,14.6
2009-10-02,15.07
2009-10-05,15.76
2009-10-06,16.25
2009-10-07,16.29
2009-10-08,15.93
2009-10-09,16.25
2009-10-12,16.02
2009-10-13,16.09
2009-10-14,15.92
2009-10-15,15.82
2009-10-16,15.63
2009-10-19,15.6
2009-10-20,15.22
2009-10-21,14.94
2009-10-22,15.38
2009-10-23,17.7
2009-10-26,17.03
2009-10-27,16.81
2009-10-28,16.05
2009-10-29,15.94
2009-10-30,15.72
2009-11-02,16.05
2009-11-03,16.35
2009-11-04,16.79
2009-11-05,17.08
2009-11-06,16.52
2009-11-09,16.6
2009-11-10,16.2
2009-11-11,16.07
2009-11-12,15.59
2009-11-13,15.78
2009-11-16,16.79
2009-11-17,16.75
2009-11-18,16.46
2009-11-19,15.85
2009-11-20,15.54
2009-11-23,15.81
2009-11-24,15.89
2009-11-25,16.49
2009-11-27,16.08
2009-11-30,16.36
2009-12-01,17.1
2009-12-02,17.61
2009-12-03,17.36
2009-12-04,18.0
2009-12-07,18.0
2009-12-08,17.89
2009-12-09,17.69
2009-12-10,17.66
2009-12-11,17.4
2009-12-14,17.95
2009-12-15,17.79
2009-12-16,17.98
2009-12-17,17.16
2009-12-18,16.93
2009-12-21,17.18
2009-12-22,17.42
2009-12-23,17.76
2009-12-24,17.82
2009-12-28,17.92
2009-12-29,17.93
2009-12-30,17.88
2009-12-31,17.82
2010-01-04,18.5
2010-01-05,18.01
2010-01-06,17.48
2010-01-07,17.43
2010-01-08,17.66
2010-01-11,17.54
2010-01-12,17.23
2010-01-13,17.58
2010-01-14,17.13
2010-01-15,16.93
2010-01-19,17.34
2010-01-20,17.68
2010-01-21,16.85
2010-01-22,16.53
2010-01-25,16.7
2010-01-26,16.46
2010-01-27,16.69
2010-01-28,18.03
2010-01-29,18.75
2010-02-01,18.58
2010-02-02,18.12
2010-02-03,18.11
2010-02-04,17.49
2010-02-05,17.68
2010-02-08,17.28
2010-02-09,17.2
2010-02-10,17.26
2010-02-11,17.45
2010-02-12,17.53
2010-02-16,17.95
2010-02-17,17.92
2010-02-18,17.99
2010-02-19,17.94
2010-02-22,17.92
2010-02-23,17.92
2010-02-24,18.0
2010-02-25,18.12
2010-02-26,18.1
2010-03-01,18.78
2010-03-02,18.96
2010-03-03,18.75
2010-03-04,18.83
2010-03-05,19.17
2010-03-08,19.27
2010-03-09,19.44
2010-03-10,19.47
2010-03-11,19.43
2010-03-12,19.18
2010-03-15,18.54
2010-03-16,18.9
2010-03-17,19.32
2010-03-18,19.2
2010-03-19,19.16
2010-03-22,19.61
2010-03-23,19.89
2010-03-24,19.66
2010-03-25,19.35
2010-03-26,19.46
2010-03-29,19.52
2010-03-30,19.51
2010-03-31,19.34
2010-04-01,19.58
2010-04-05,20.44
2010-04-06,18.44
2010-04-07,18.17
2010-04-08,17.49
2010-04-09,17.57
2010-04-12,17.7
2010-04-13,18.09
2010-04-14,18.34
2010-04-15,18.67
2010-04-16,18.7
2010-04-19,18.63
2010-04-20,18.82
2010-04-21,18.8
2010-04-22,17.62
2010-04-23,16.88
2010-04-26,17.14
2010-04-27,17.0
2010-04-28,16.56
2010-04-29,17.93
2010-04-30,17.0
2010-05-03,17.4
2010-05-04,17.53
2010-05-05,17.49
2010-05-06,17.26
2010-05-07,16.52
2010-05-10,17.26
2010-05-11,17.17
2010-05-12,17.46
2010-05-13,17.31
2010-05-14,17.02
2010-05-17,17.31
2010-05-18,17.3
2010-05-19,16.91
2010-05-20,16.01
2010-05-21,15.86
2010-05-24,15.84
2010-05-25,15.25
2010-05-26,14.75
2010-05-27,15.19
2010-05-28,14.92
2010-06-01,14.38
2010-06-02,14.77
2010-06-03,14.43
2010-06-04,13.79
2010-06-07,14.19
2010-06-08,13.51
2010-06-09,13.27
2010-06-10,13.7
2010-06-11,14.54
2010-06-14,14.81
2010-06-15,15.0
2010-06-16,14.85
2010-06-17,14.88
2010-06-18,14.75
2010-06-21,15.2
2010-06-22,14.96
2010-06-23,14.75
2010-06-24,14.49
2010-06-25,14.96
2010-06-28,15.0
2010-06-29,14.91
2010-06-30,14.87
2010-07-01,14.3
2010-07-02,14.2
2010-07-06,14.1
2010-07-07,14.88
2010-07-08,14.88
2010-07-09,14.44
2010-07-12,14.27
2010-07-13,14.84
2010-07-14,15.62
2010-07-15,15.27
2010-07-16,14.57
2010-07-19,14.29
2010-07-20,14.44
2010-07-21,14.49
2010-07-22,14.83
2010-07-23,17.12
2010-07-26,18.35
2010-07-27,18.05
2010-07-28,17.37
2010-07-29,17.47
2010-07-30,17.35
2010-08-02,17.9
2010-08-03,17.79
2010-08-04,17.76
2010-08-05,17.65
2010-08-06,17.83
2010-08-09,18.11
2010-08-10,17.96
2010-08-11,17.21
2010-08-12,17.33
2010-08-13,17.0
2010-08-16,17.15
2010-08-17,17.65
2010-08-18,17.55
2010-08-19,17.32
2010-08-20,17.24
2010-08-23,16.64
2010-08-24,16.21
2010-08-25,16.29
2010-08-26,16.24
2010-08-27,16.3
2010-08-30,15.8
2010-08-31,15.99
2010-09-01,16.95
2010-09-02,17.26
2010-09-03,17.22
2010-09-07,16.65
2010-09-08,16.96
2010-09-09,17.05
2010-09-10,17.82
2010-09-13,18.68
2010-09-14,18.42
2010-09-15,18.93
2010-09-16,18.92
2010-09-17,19.29
2010-09-20,19.89
2010-09-21,19.58
2010-09-22,19.29
2010-09-23,18.9
2010-09-24,19.66
2010-09-27,19.75
2010-09-28,19.73
2010-09-29,19.85
2010-09-30,19.58
2010-10-01,19.65
2010-10-04,19.32
2010-10-05,19.5
2010-10-06,19.69
2010-10-07,19.83
2010-10-08,19.63
2010-10-11,19.57
2010-10-12,19.88
2010-10-13,20.5
2010-10-14,20.68
2010-10-15,20.48
2010-10-18,21.0
2010-10-19,20.28
2010-10-20,21.08
2010-10-21,20.71
2010-10-22,18.15
2010-10-25,17.48
2010-10-26,16.65
2010-10-27,16.89
2010-10-28,17.06
2010-10-29,17.02
2010-11-01,17.15
2010-11-02,17.36
2010-11-03,17.4
2010-11-04,17.8
2010-11-05,18.5
2010-11-08,18.24
2010-11-09,18.25
2010-11-10,18.43
2010-11-11,18.5
2010-11-12,18.31
2010-11-15,18.27
2010-11-16,17.88
2010-11-17,17.68
2010-11-18,17.91
2010-11-19,17.5
2010-11-22,17.4
2010-11-23,17.45
2010-11-24,17.85
2010-11-26,17.57
2010-11-29,17.6
2010-11-30,17.49
2010-12-01,17.97
2010-12-02,17.5
2010-12-03,17.62
2010-12-06,17.77
2010-12-07,17.81
2010-12-08,18.1
2010-12-09,18.39
2010-12-10,18.67
2010-12-13,18.52
2010-12-14,18.71
2010-12-15,18.79
2010-12-16,19.42
2010-12-17,20.11
2010-12-20,20.07
2010-12-21,20.28
2010-12-22,20.37
2010-12-23,20.24
2010-12-27,20.12
2010-12-28,20.13
2010-12-29,19.96
2010-12-30,20.02
2010-12-31,19.54
2011-01-03,19.87
2011-01-04,19.5
2011-01-05,19.83
2011-01-06,19.59
2011-01-07,20.0
2011-01-10,20.2
2011-01-11,20.3
2011-01-12,20.42
2011-01-13,20.56
2011-01-14,20.5
2011-01-18,20.82
2011-01-19,20.52
2011-01-20,20.29
2011-01-21,19.87
2011-01-24,19.95
2011-01-25,19.92
2011-01-26,20.51
2011-01-27,20.9
2011-01-28,20.35
2011-01-31,20.83
2011-02-01,21.38
2011-02-02,21.95
2011-02-03,22.05
2011-02-04,21.86
2011-02-07,21.0
2011-02-08,21.26
2011-02-09,20.72
2011-02-10,20.79
2011-02-11,20.87
2011-02-14,20.97
2011-02-15,20.51
2011-02-16,21.02
2011-02-17,21.03
2011-02-18,20.79
2011-02-22,19.86
2011-02-23,19.31
2011-02-24,19.54
2011-02-25,20.29
2011-02-28,20.85
2011-03-01,20.52
2011-03-02,20.8
2011-03-03,21.6
2011-03-04,21.68
2011-03-07,21.51
2011-03-08,21.8
2011-03-09,21.78
2011-03-10,20.96
2011-03-11,21.04
2011-03-14,20.85
2011-03-15,20.43
2011-03-16,20.33
2011-03-17,20.33
2011-03-18,20.91
2011-03-21,20.8
2011-03-22,20.74
2011-03-23,20.34
2011-03-24,20.63
2011-03-25,21.0
2011-03-28,20.98
2011-03-29,21.18
2011-03-30,20.37
2011-03-31,20.48
2011-04-01,20.7
2011-04-04,21.21
2011-04-05,21.14
2011-04-06,21.26
2011-04-07,21.15
2011-04-08,21.2
2011-04-11,21.04
2011-04-12,20.92
2011-04-13,21.05
2011-04-14,21.45
2011-04-15,22.17
2011-04-18,21.34
2011-04-19,21.41
2011-04-20,21.39
2011-04-21,24.99
2011-04-25,24.98
2011-04-26,24.57
2011-04-27,24.59
2011-04-28,24.07
2011-04-29,24.14
2011-05-02,24.6
2011-05-03,24.35
2011-05-04,23.95
2011-05-05,23.18
2011-05-06,23.46
2011-05-09,23.78
2011-05-10,23.77
2011-05-11,23.61
2011-05-12,23.6
2011-05-13,23.38
2011-05-16,23.02
2011-05-17,23.41
2011-05-18,23.71
2011-05-19,24.21
2011-05-20,23.97
2011-05-23,23.27
2011-05-24,22.82
2011-05-25,23.1
2011-05-26,24.18
2011-05-27,24.4
2011-05-31,24.5
2011-06-01,24.21
2011-06-02,23.78
2011-06-03,23.59
2011-06-06,23.47
2011-06-07,23.5
2011-06-08,23.0
2011-06-09,23.43
2011-06-10,23.41
2011-06-13,23.52
2011-06-14,24.01
2011-06-15,23.34
2011-06-16,23.19
2011-06-17,22.92
2011-06-20,22.69
2011-06-21,23.58
2011-06-22,23.22
2011-06-23,22.65
2011-06-24,22.09
2011-06-27,22.0
2011-06-28,22.45
2011-06-29,22.55
2011-06-30,22.8
2011-07-01,23.01
2011-07-05,23.0
2011-07-06,23.23
2011-07-07,23.88
2011-07-08,23.86
2011-07-11,23.39
2011-07-12,23.39
2011-07-13,23.8
2011-07-14,23.36
2011-07-15,23.47
2011-07-18,23.04
2011-07-19,23.55
2011-07-20,23.29
2011-07-21,23.63
2011-07-22,24.02
2011-07-25,23.32
2011-07-26,23.05
2011-07-27,22.08
2011-07-28,22.1
2011-07-29,21.99
2011-08-01,22.15
2011-08-02,21.13
2011-08-03,20.57
2011-08-04,19.35
2011-08-05,19.1
2011-08-08,17.21
2011-08-09,18.28
2011-08-10,17.54
2011-08-11,18.68
2011-08-12,18.57
2011-08-15,19.06
2011-08-16,18.25
2011-08-17,18.25
2011-08-18,16.99
2011-08-19,16.64
2011-08-22,16.73
2011-08-23,17.91
2011-08-24,18.08
2011-08-25,17.59
2011-08-26,18.34
2011-08-29,19.36
2011-08-30,18.85
2011-08-31,19.1
2011-09-01,18.85
2011-09-02,17.82
2011-09-06,17.6
2011-09-07,18.58
2011-09-08,17.93
2011-09-09,17.07
2011-09-12,16.42
2011-09-13,17.25
2011-09-14,17.43
2011-09-15,17.45
2011-09-16,17.15
2011-09-19,16.64
2011-09-20,16.22
2011-09-21,15.62
2011-09-22,15.01
2011-09-23,14.96
2011-09-26,15.13
2011-09-27,16.03
2011-09-28,15.54
2011-09-29,15.73
2011-09-30,15.17
2011-10-03,14.26
2011-10-04,16.08
2011-10-05,16.1
2011-10-06,16.79
2011-10-07,16.2
2011-10-10,17.03
2011-10-11,16.76
2011-10-12,16.7
2011-10-13,16.33
2011-10-14,16.38
2011-10-17,15.83
2011-10-18,16.4
2011-10-19,16.13
2011-10-20,16.52
2011-10-21,17.32
2011-10-24,18.04
2011-10-25,17.57
2011-10-26,17.26
2011-10-27,17.81
2011-10-28,23.65
2011-10-31,23.03
2011-11-01,21.72
2011-11-02,22.0
2011-11-03,22.34
2011-11-04,22.57
2011-11-07,22.98
2011-11-08,22.88
2011-11-09,21.94
2011-11-10,22.04
2011-11-11,23.03
2011-11-14,23.12
2011-11-15,23.1
2011-11-16,22.31
2011-11-17,22.25
2011-11-18,22.43
2011-11-21,22.44
2011-11-22,22.26
2011-11-23,21.55
2011-11-25,21.23
2011-11-28,22.88
2011-11-29,22.81
2011-11-30,24.5
2011-12-01,24.5
2011-12-02,24.37
2011-12-05,24.48
2011-12-06,24.85
2011-12-07,25.05
2011-12-08,24.45
2011-12-09,25.41
2011-12-12,24.64
2011-12-13,23.85
2011-12-14,23.18
2011-12-15,23.63
2011-12-16,23.95
2011-12-19,23.8
2011-12-20,24.96
2011-12-21,24.6
2011-12-22,24.72
2011-12-23,24.54
2011-12-27,24.87
2011-12-28,23.73
2011-12-29,24.02
2011-12-30,23.73
2012-01-03,23.95
2012-01-04,24.41
2012-01-05,24.19
2012-01-06,23.71
2012-01-09,22.67
2012-01-10,23.33
2012-01-11,23.95
2012-01-12,24.71
2012-01-13,24.08
2012-01-17,24.91
2012-01-18,24.79
